Content,Platform,Title,Rating
"I couldn't stop watching it.Donald Grover and Maya Erskine's characters are dynamic and complex. It's fun to see them grow throughout the series. Their chemistry and problems feel real - loved the episode with Sarah Paulson. I think they were casted perfectly as their comedy and drama backgrounds made the show fun without taking away from the serious moments.I don't think I could watch Brad and Angelina's Mr and Mrs Smith and enjoy it as much as I've enjoyed this version. This series brings honest, vulnerable, and modernized characters to an old concept.Also, the beautiful locations and fancy homes are a lot of fun to see. I now need one of those giant TVs.Well done Donald and Maya (and crew)! I'm ready for season 2!",IMDB,I couldn't stop watching it.,10.0
People saying don't judge it by it's name. It's not the same as the movie. Then why is the name same? I wanted to watch it because I loved the movie. Number 1 reason of people who don't like is most likely because of they expected something similar for the series with the same name. I'm going to be honest I only watched 10 minutes and already disappointed that they killed the first couple. Swear to God I would've loved to see them as the lead of the series. They should make a spinoff prequel series about them. I am going to say this again why is it called Mr. And Mrs. Smith? If they named it anything else I would judge it like its own but they had to name it after the movie and really made me wanna beat up the producers and director.,IMDB,Compared to the movie,1.0
"If it wasn't for the premise being based on the movie, the reviews wouldn't be so low. Perhaps also because there is a bit going on that subtle and not in your face like those giving low ratings are used to.A fun show, good writing, good acting, a few surprises, and all set within some outstanding house p0rn! The houses are so perfectly furnished, just amazing settings. Seeing what's going on in that perfect bathroom with the coveted stand alone bath was highly comic to me, and the loss suffered at the lake was heartbreaking. Just stunning settings. I totally related to what John found out about the neighbour - Moby D indeed.Honorable mention to the mother, bringing the levity to a heightened situation.Really enjoyed it, would watch a second season.",IMDB,Unfair low reviews,8.0
"Let's talk plot, or should I say, the lack of it. This movie's storyline is so nonsensical that it doesn't deserve the dignified title of a plot. It's a baffling puzzle where every piece is missing, and trying to make sense of it will give you a headache.To make matters worse, the characters in this disaster is a parade of annoyance and unlikability. I'm convinced these two actors are the remnants of a bargain-basement, last-resort acting class, and their performances are more cringe-inducing than a middle school talent show.To sum it up, ""Do Not Waste Your Time"" should have been the official tagline of this TV-series disaster. This isn't funny, and it makes as much sense as trying to solve a Rubik's Cube with closed eyes. Save yourself the agony and find something else to watch - anything else.",IMDB,Stay away from this stinker at all cost!,1.0
"Rarely am I surprised--in a good way--by a tv show or film. By the time I see things, there's been enough buzz so that I know what I'm getting, based on the actors, director, or genre.Which is why I didn't expect much going in. I had seen a few clips of Donald Glover from other things--and frankly was not impressed.This re-imagining of the Brad & Angie film is brilliant. The introduction of John and Jane is very effective, and allows the viewer to gradually get to like the two leads.The on-screen chemistry is bumpy at the beginning, but by episode 3, they are a solid, believable couple--like people we know.Each episode are different and present different challenges for John & Jane, as they continuously have to prove themselves to the mysterious company that employs them. My fav episode is the Lake Como assignment that, Episode 5, with Ron Perlman as the guest star.If there's any concern I have, it would be the finale episode--and it's ambiguous ending. There's talk online that if there's a second season (which I very, very much hope there is), it will have a New cast as John & Jane.I hope NOT. That would be a crucial mistake. Having hit pay-dirt with the current cast, asking the viewers to essentially go through the same process every season, will not work on this type of show.Bottom line: Well done, Donald Glover! You did more than remake ""Mr. & Mrs. Smith""--you created a new & possibly better version of the storyline. Don't screw-up by changing the cast.",IMDB,I Didn't Expect to Like It.,9.0
"It's not the movie.Pls if you want some lighthearted fun watch something else.It's so much more than the movie.It's such a good interesting story with different genres but at the same time being emotionally complex. The action sequences are mostly really good. The focus of the show is not the action. The focus is the relationship between two complete strangers and how it develops over time in a high stress job. It's very secretive in parts and that helps to keep the story interesting. The fun ""cameo's"" of different well known actors is a very nice bonus.I had so much fun watching it and you will too.Just give it a try as its own thing.",IMDB,That's such a fun and interesting story,9.0
"Tl;dr If you wanted Mr & Mrs Smith the movie, or James Bond, or even Man from UNCLE, etc., then you're not going to like it. This is not a nostalgia spy movie the way James Bond has been in the last decade. It's a tv show in 2024.I enjoyed this show a lot and seeing the star rating on Amazon X-Ray I was surprised. I wondered if it was a race thing but I think what really makes it divisive is what people enjoy. As someone who has done deep dives into the spy genre, there are a few things to point out:They went harder against the Bond/girl trope than even the movie Mr & Mrs Smith. Jane displays a lot more ""masculine"" traits than John.Character development happens. Onscreen, off-screen, as time passes the characters change.There are no gadgets except a truth serum. Everything they do is roughly plausible given enough money/resources.It's a tv show. It's much more akin to Man from UNCLE in that it has different pacing to something like James Bond. That's how tv shows work.It's a bit more grown up. It faces real issues in a surreal setting, and follows them to their conclusion.Separate to that, I think that anyone who has followed Donald Glover through many/all of his projects would not be surprised by this show. Newcomers or those who have just seen Community might feel a bit jarred. I see people mentioning Atlanta, but I'd like to suggest This is America. It goes from soft comedy to darkness and back very fast.Warnings for animal death. Check doesthedogdie for more info.",IMDB,Would love a season 2!,9.0
"This show is a bit of a mess from what I've seen so far. The pacing is too slow and boring to be entertaining. A slow build is fine, but this isn't that, it's a flat line for forty minutes and then a random explosion.It can't be easy to make spy-craft dull and uninteresting but this show in this episode manages to do just that.The characters aren't very likeable or engaging, and the acting feels a bit forced and manufactured rather than believable and naturalistic.Their conversations up to this point are mundane and don't inspire me to want to know more about the characters or learn where the story is going.Overall, it's a missed opportunity.",IMDB,!st ep slow and boring,1.0
"It's so smart and the relationship is so real with its ups and downs. Anyone that doesn't like it must be thinking that it hits too close to home so maybe take some TRUTH SERUM and admit to yourselves how brilliantly clever this show is. Donald Glover is phenomenal (and cute and funny and charming) and Maya Erskine is my new favorite actress and this was my first time seeing her in anything. I REALLY hope there's a season 2 bc this was the BEST SHOW I've seen in a LONG LONG time.PS-the the people that are complaining that the Smiths were unlikable psychopaths-maybe read the description before you watch bc it's a show about contract KILLERS-Newsflash, it's not going to be a fluffy Lifetime romcom.",IMDB,LOVED EVERY SECOND!!!,10.0
"This show was very average. If I'm being polite. The fighting scenes weren't great, I honestly feel like most untrained people can do the same. The most mediocre spys ever and overall the show has nothing on the film. AT ALL. Shouldn't even be associated with it. You can also tell Donald wrote it because why is he the lead; Mr Smith?! Not an obvious choice, for obvious reasons. It was however nice to see a different dynamic in regards to the emotional and relationship side of a new Mr & Mrs Smith. Don't think we need a season 2 of this, though. Great ad and concept, however wouldn't recommend this.",IMDB,Mediocre,3.0
"I never write reviews, but this show deserves a higher rating than what it has right now. It's very well done. The script is great, the acting is great, the cinematography is great, and the directing is great. It's not too predictable like so many other shows are! It's action packed, but also very funny. The chemistry between the two leads is awesome, and all the other supporting characters are brilliant as well. What more could someone ask for? The world of streaming has inundated us with lazy and cliche stories we've seen over and over again, but this is something sharp, fresh, and intriguing. I really hope it gets renewed for many seasons to come!",IMDB,This deserves a much higher rating!,10.0
"While not perfect, this series is grittier and more believable than the movie. I wouldn't want to compare it nor expected it to be like the movie, but other reviewers seem to be making the comparison, so it is unavoidable.The movie was trashy and unrealistic. The series doesn't try to setup a couple unaware of the partner's profession. This makes the premise more enjoyable. There is mystery, action and humour.Yes, it is a little slow. But compared to most streaming content these days, it certainly isn't a weak point . It feels natural, allowing the characters to grow and become relatable, share parts of themselves and setup the mystery and humorous situations.Completely disagree with the low scores.",IMDB,Better than the movie,9.0
"I can see how people would either love it or hate it. It depends on the type of drama you're in to. Personally for me, I loved the chemistry, dry humor, and the intriguing relationship Maya Erskine and Donald Glover create together. Well-written from start to finish. Good job bringing together the little details and characters from previous episodes. Great scene locations in Italy and New York with beautiful backdrops and settings. Overall, a very refreshing and romantic story with a couple who are very different but seemingly perfect for each other. Looking forward to the next season! Bravo!!",IMDB,Loved it,10.0
"This is one of those series that you would hope it would get better at some point - by episode 2 or 3... Sadly it Never got better. The only good thing about it were the locations were they filmed. The characters are not likable, they had no chemistry, in fact they were absolutely boring. The stories were absurd and incoherent. Each episode ended in a blah... My recommendation is that you do not waste your time at all and watch something more entertaining like Reacher or Jack Ryan. I wish someone should've told me that. You have been warned. Watch it at your own risk, knowing that you will waste eight precious hours of your life.",IMDB,So Terrible...,2.0
"Love Glover's work and was not disappointed.Hilarious negative reviews here: ""Loved the first two minutes"", ""sick of diversity"". The whole point of those two minutes was to subvert them. They were a nod to the Pitt/Jolie movie, but also poking fun at it.If you're coming into this series because you thought the original movie was some masterpiece, you should skip this. I haven't thought about that movie since I walked out of theater. A fun, fine action flick, but nothing special. Might rewatch it when I'm hungover one Saturday.Glover took the concept and replaced the perfect action figures of the original with lonely, flawed leads. Still an action-comedy but the emotional stakes are the highest stakes, even when death awaits.Had a good ride throughout and was satisfied with the ending, whether it lives on for another season or not.",IMDB,Fun romp meets messy romance,8.0
"Major disappointment. Unlikable, seemingly sociopathic lead characters. Dark, seedy undertones, weird (albeit fully clothed) sexual scene I had no intention of watching, explicit sex scene I had no intention of watching (TV-14 how??), a post murder scene I also had no intention of watching. The absence of any action or thrills or comedy leaves me questioning why it's titled ""Mr. & Mrs. Smith"".All I can say is, Glover and Erskine are great actors. Definitely capable of performing these character-driven scenes-the most compelling thing about the show. But that still doesn't leave me wanting more, so after having to skip through three scenes in the second episode, it's evident this show isn't for me. Therefore, I am done.",IMDB,Nooope...,4.0
"I absolutely love it! A bit of a slow burn at times but this show has everything you need for a good series. Believable story line, Mystery, suspense, humor, unexpected twists. The characters are real people. Not what you expect out of spy films but more of a chaotic story line that slowly creeps.Fun hints of dialog, characters and drama that eventually come full circle to creep you hanging on.Nothing like the action pact movie with Brad and Angelina. More of a lengthy artsy depiction of real relationships dynamics and sticky situations that make for a fun ride that leaves you satisfied enough and always wanting more until you actually get more. Expect the unexpected.",IMDB,Love it!,10.0
"Well... this tv show is good.. at first i was sceptical... even when i watch the trailers, and i feel like angelina and brad cant ever be replacedI tried not to watch this when it came out, but finally i give it a chance... first episode it was okay, and i give anither chance... and suprisingly i quite enjoy it...They are different form mr and mrs smith jolie and brad, the story and tv show dont try too hard to be their knockoff, its like.. fresh... new mr and mrs smith, i became a fan of them while angelina and brad still on my mind..So the tv show doesnt try to replace the movies, its more like a spinoff series...The series is good, fresh, funny, and i enjoy it, sometime i can relate to them also....i hope they will do season 2.. but i do hope they will do a bigger outdoor and action scene too..",IMDB,"It was good , not as i expected",8.0
"The dynamics between John and Jane is so fascinating to watch and is so relatable if you've been in enough relationships. From their initial meeting, to the honeymoon phase, to trying to navigate compatibility issues. Plus, the thrilling, action packed assignments adds to the story line. My favorite episode is when they ran into the other Mr and Mrs Smith. This is definitely a series worth bing watching and is way better than Brad and Angelina's movie version. I'm not knocking Brad and Angelina, but their personal drama is more entertaining than the movie. Please keep this show going into Season 2. I need more!!!",IMDB,I love this show!!!,9.0
"Super slow and boring, and the leads have absolutely ZERO chemistry. The only watchable part was the opening 5 minutes. I would have would have been more entertaining to watch Alexander Skarsgard and Eiza Gonzales sit in that old farm house staring at that ugly wallpaper for all 8 episodes. Donald Glover is a decent actor and musician, but is hit or miss with his entertainment output. Maya Erskine falls flat for me. She had no charisma as Jane, and zip her that she's supposed to be some kind of neurodivergent character type, but it doesn't work for a leaf in this capacity. It makes for a while lot of boring.",IMDB,"I don't care that is not like the movie, but bad is bad",1.0
"This television series is a stellar example of excellence in storytelling. With its remarkable director and executive producers at the helm, they consistently deliver top-notch entertainment. This particular show is no exception, captivating audiences with its brilliance. It sparked my interest in revisiting the 2005 film starring Brad Pitt and Angelina Jolie. Surprisingly, I was unaware of Wagner Moura's involvement in this television gem. With its intriguing plotlines and exceptional performances, this series has left me eagerly anticipating each new episode. Give it a watch I promise you won't regret it.",IMDB,Great,10.0
"While the show has great location scenery and is visually beautiful at times, and has great music, it really is a waste of time. The dialogue is some of the worst I've ever seen... It seems like the actors are just improving everything, badly. The two leads have no chemistry together. The pacing and editing are baffling. One minute the main characters seem completely unattracted to each other, then suddenly they're humping, then suddenly they're in love, with no evidence of that relationship growth presented. The growth is just shoved in our faces as fact with no story arc to back it up. Then there is 40 minutes of that bad dialogue, then finally some build up to action, but then they complely skip the action and cut to the main characters reacting to the action that wasn't even shown. Did they run out of money for the non-dialogue parts?",IMDB,"Horrendous dialogue, no chemistry, bizarre skipping of action",3.0
"Okay, that was something. I've seen all the episodes, like it was a movie. I wanted to watch as many as i could. And i did it! All in one day (it is saturday so i had the time). Actors are good, you will recognize a couple of them. The storyline is catchy. In the beginning it made me a tiny bit depressed, so clumsy! But then it gets better, timelines are more streched out. They combined action/drama really good. Hopefully there will be a next season! I can really reccomend this show to watch. Maybe you can't manage it to see it all at one day..but if it is your day off you maybe will! Have fun.",IMDB,Triggers for bingewatching,9.0
"It's not a remake of the movie and comparisons are pointless.It's a nice mini series. It's funny, it doesn't take itself seriously, the action scenes are good and the characters are really endearing.The actors are very good, especially Maya Erskine who shows a wide range here.It might have been even better with a bit less of ""too much"" in the last episodes. But it's very good nonetheless.Really enjoyable.Recommended!Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed non risus. Suspendisse lectus tortor, dignissim sit amet, adipiscing nec, ultricies sed, dolor. Cras elementum ultrices diam.",IMDB,Not really a remake. And it's good!,8.0
"I truly believe that some viewers are entering it with the expectation that it will be similar to the film, but that isn't how it should be seen. In my opinion, the show was superior to the film, with greater character development and excellent chemistry between the two leads. I would really love to see another season of this, as I finished watching it in less than a day. I really enjoyed every aspect of this show, and I thought some of the situations were hilarious. I also thought the two leads had a great connection, which made me fall even more in love with the show. Finally, I liked how different and unpredictable it was from the movie.",IMDB,Loved the show,10.0
"Admittedly I'm only one episodethis is the first episode, but I've tried to give it the benefit of the doubt.But when it's this boring theres not much you can do with itThere's no need for it to be this slow and boringWhy did they run after the explosion? That was just a plot device for a toilet scene.I have no idea where this is going.There's nothing wrong with the main characters they're just boringthey've called it Mr ans Mrs Smith.That wasn't boring. These cardboard characters areI've no idea why they're called this me and mrs smith.Its insulting to the film and it misrepresents what this is.It's not bad. It's just not good.Edit: just endured episode 2. Bwahahahahahaha. This is some of the most pathetic television ever made.Sadly I can only downvote on Amazon, I can't DELETE.",IMDB,Pointless dialogue with 2 people lying on a bed,2.0
"If you are looking for low intelligence action, or slapstick comedy, this show isn't for you. If you are interested in a relationship based, character driven drama, with action and mystery rolled in, then you will love this series.The natural banter and conversational delivery is shockingly good.The therapy sessions episode I thought would be my least favorite, and it turned out to be the best episode.Costumes, art direction and cinematography are all fantastic.I have never seen anything with Maya Erskine, and initially questioned the casting, but shortly into the first episode, I was hooked. Danny Glover, of course, is amazing.",IMDB,Some of the best acting and writing I've seen,10.0
"They should have kept the first actors of the pilot Alexander Skarsgård and Eiza González and the premise that they are on the run. That would have make a better series than what I just watched.The pilot episode (after the intro) goes like this: Talking between the 2 leads, more talking, some more awkward talking and an explosion. There isn't so much chemistry between the actors either. No Brad Pitt and Angelina Jolie here. I'm actually wondering if this is a similar premise at all.So, no mystery, no action, no chemistry... what else is there...no jokes either.The think is that it looks like they put some actual money in this. And some well known guest stars.But it doesn't work for anything else than have it play on TV while doing something else. You may catch a piece of classical music or here of a retro song...",IMDB,They should have kept the first actors and concept.,2.0
"If you can say anything about this it is ""competent"". The writing, the casting, the acting. Everything just flows together it has been a long time since I have seen a TV or film where everything just works so well together.I don't know if it was the directing, or the casting but they got the perfect cast, the chemistry between all the actors works better then I have seen in a long time.While there weren't really any surprises considering a previous movie it didn't matter, was happy to see how they got there and some twists.The components are solid it and the end product is vastly better then what I was expecting, I couldn't help binge watching this.",IMDB,Everything just comes together,8.0
"This is not a spy thriller comedy primarily. It is a show about a couple going through different stages of their relationship and reaching a boiling point before needing a catharsis like moment to finally open up and work through the issues. The action is secondary here, and people watching it should understand that. Although I must say that the whole mystery about hihi/supe and rival organisation is very intriguing and I would love to learn more in season 2.What I loved:
Whole couple's therapy theme (not just in that particular episode, but throughout the show)Music was superb. Kudos to whoever worked on that partGreat mix of fun and serious topics. The part where John started shouting on Jane in the forest by the lake was amazing, and cool to see how quickly the tone switches from Donald playing a person who is joking around to avoid talking his mind, and then finally bursting and spilling all the things he was holding backRon Perellman was amazingWhat I didn't like:
Fight choreography was not great. Even if this is not primarily an action show, it would be nice to make the fights choreographed better. I thought that paritucally Donald's fighting was not done well, it was too obvious when he was kicked and the way he moved from those kicks or punches, was over-actedToo many missed shots. People who are suppose to be good at shooting, miss too many times. The whole Italian episodes with people shooting at them from close range and missing. I understand that the action here should not be taken seriously as it's not a show rooted in reality, but still these parts bothered meOverall I really loved it, and hope amazon will renew it for season 2.",IMDB,Great show about working through couple's relationship stages. With a twist,8.0
"Some people here expected an action movie, but, unfortunately for them, Mr. & Mrs. Smith is a story about the process by which two people can grow together, the things that keep them apart, and the work necessary to remain together; a process oft neglected today: marriage.SPOILERish~
The dark side of their work was a big aspect of their lives that made me want to watch to the end. Their supervisor is obviously ominous from the start, but they've done a great job setting up future story, if they are able to make another season or two.The examinations of both Mr. And Mrs. Smith were satisfying; the writers are not idiots, just not instant-gratification oriented. In modern media, writers are often blind to the less-than-savory aspects of their characters, but this show actually naturally discusses and addresses the flaws of both main characters, which is a lot better than many ""commentaries"" manage to do.On a smaller note, the writers engage with the more cynical sides of human nature without draining all affection out of the audience. The main characters are not especially stable people, and the writers are willing to complicate their emotions.SPOILERSI love that the writers did not take the modern approach to work/family balance, rightly noting the risks and sacrifice of a family life without discrediting the inherent desire for family that most every person has. Jane takes the stance of some modern people (not seeing the virtue of family), but her opinion is actually explainable, rather than merely being a voice for the writers.On an even smaller note, I thought that the solution to their animosity was obvious, yet so well done! Half of the show you're wondering, ""Will they just be honest with each other?"", and the truth serum is a straightforward, yet interesting solution. Darker shows tend to stick to being tragedies, but I appreciate that the writers have created a realistic comedy; the show follows the stereotypical story, but doesn't ignore the consequences of the choices the character makes.",IMDB,"Some slow moments, but a great emotional journey!",8.0
"I don't care about the ethnicity of the leads. I don't care that they (for some reason that truly makes no sense) named this show after a wildly popular movie when it has no connection to it or bearing on it at all. I do kind of care that there isn't a whole lot of actual action, and if it had more action that would have gone a LONG way towards a better rating. What I care a whole lot about is that this is show is simply poorly written, boring, long and drawn out and seemingly going nowhere.Will it get better? It would almost have to if it wants to stay on the air. But I won't be around to see it. I came, I saw, I was bored, I left.",IMDB,Just too bland and simply boring...,2.0
"Mr. And Mrs. Smith on Amazon Prime is a captivating addition to the streaming world, offering a fresh take on the classic espionage genre. Right from the first episode, the undeniable chemistry between the lead actors not only sizzles but becomes the beating heart of the show. Their dynamic performances elevate the narrative, making every interaction feel authentic and keeping viewers invested in their journey.The series seamlessly weaves together romance, action, and intrigue, creating a well-rounded and engaging storyline that leaves you on the edge of your seat. The plot is filled with unexpected twists and turns, keeping the audience guessing and eagerly anticipating each new development. It's a testament to the writers' ability to craft a narrative that balances suspense with moments of genuine emotion.Visually, Mr. And Mrs. Smith is a treat for the eyes. The production team has spared no expense in delivering high-quality visuals and impressive stunt sequences. The attention to detail in both the set design and cinematography adds an extra layer of immersion, making every scene a visual delight.What sets this series apart is its ability to seamlessly blend genres. It effortlessly transitions from heart-pounding action sequences to moments of genuine intimacy and humor. The witty dialogue adds a layer of charm to the characters, making them relatable and endearing.Amazon Prime has truly hit the mark with Mr. And Mrs. Smith, offering a series that not only meets but exceeds expectations. It's a perfect binge-worthy experience for those seeking a well-crafted combination of romance and espionage. This show is a shining example of what happens when a talented cast, skilled writers, and a dedicated production team come together to create something truly special.",IMDB,I liked it!,9.0
"This series is childish and amateur at best, spy agency? It's just another unrealistic candy coated drama for simple people. The acting is tepid at best and the premise is for people with zero concept of real world scenario, and the action, pathetic. This show tries to be cute and quirky for teenage girls and has no substance or meat. Definitely not for anyone looking for a true action packed or even thinking persons quality show. Statements like, I'm just happy to have a job and other tripe foreshadowed what I was in for. An agency hiring spys for real world scenarios does not grab people no one else wants. These two can't even stay on task for their first mission and glover is so smitten with jane he is constantly trying to figure ways to impress her. Huge waste of time and I am sure will be a hit with gen z's but anybody interested in substance should look elsewhere. And of course the page won't allow me to submit with less then 600 words somehow I have to waste my time writing extra stuff in order for this to be seen, which I must admit is clever because anyone thinking this isn't worth watching doesn't need 600 words but in order to convince others that it's worth it would require a lot of writing and convincing.",IMDB,Amateur hour,2.0
"I was hooked from the very first episode. There is great cameos from other A-list celebrities. This was action packed and the story was well paced. The character arc building was excellently written.I enjoyed the humorous bits for comedic relief. The chemistry between the leads was phenomenal. If you are looking for a great little show to binge with action, comedy and romance then this is the perfect series.I truly do not understand why so many people have rated so low. I'm not sure what they expected but I was especially impressed and highly recommend you ignore those reviews and give this a watch!",IMDB,Fast & Fun,8.0
"I'm convinced all of the negative reviews are from people that wanted a carbon copy of the original film, something just as glamorized and flashy as its namesake (and don't get me wrong, there's certainly something to be said about that. The original movie is a fun, classic favorite). I went in knowing absolutely nothing about this version besides the original plot of the film and my trust in donald glover and maya erskine as brilliant actors.I finished the pilot episode wholly intrigued and tickled with the writing, their chemistry, and the entire dynamic of the show. The dialogue is so utterly realistic and charming that it makes you feel like you're intruding on an interaction between two very real people, and the pacing is perfectly done, it's snappy enough to be captivating without making you too breathless.If you're looking for an exact retelling of the 2005 version, you're not going to get it. But this adaptation genuinely feels ""new"" and is so wonderful in its own right, something that i'd much prefer over a stale, recycled version of its source material. Definitely give it a watch.",IMDB,a brilliant reimagining,9.0
I actually love the show and find I do not mindlessly watch it but I stay engrossed in the show. The acting is pretty incredible and Glover plays the part perfectly as does every other actor in it. I love that they bring new characters in each episode and that every episode does not feel like the same thing over and over. It's suspenseful but I find myself laughing every episode. It is not like the original movie but I am actually thankful for that lol it's much much better. I can't guess what's going to happen next and recommend this show to anyone that needs a new show to watch. Glover knocked it out of the park again.,IMDB,Hooked- lots of laughs and suspense,9.0
"Two episodes in and frankly this doesn't deserve any more of my or anyone else's time. I can't recall anything that has happened in either episode.Characters are all annoying. Everyone. Every single person that appears on screen. Nobody seems to have any redeeming features. Why are they so bad at their job? Makes no sense. Stories are dull. Everything is just so dull. I would have welcomed ads in this to relieve the boredom.Maybe there's a good series in there but it's done nothing to entice me to watch any further episodes.Not comparing it with the film of the same name as I watched it once a very long time ago and remember nothing about it, other than it wasn't as dull as this.",IMDB,Good grief this is dull,3.0
"I never rate or write reviews. Making an exception cos the ridiculous amount of narrow minded, silly people comparing it to the movie and down voting sheerly based on that, is going to give me grey hair.You know when your favourite book gets an adaptation into a movie or show and you are 99% of the time severely disappointed because it didn't live up the expectations you had set for it due to having prior bias? Yet others seem to think it was pretty decent because they had no expectations for it to reach.. struggling to explain my exact point here (this is why I don't leave reviews)... but look. Give the series a fair chance without a past... and it's actually a pretty good time killer to binge on a rainy weekend.",IMDB,"Part of the ""Haters Gonna Hate Shouldn't Leave Reviews"" squad",8.0
"So this pair of sociopaths who may well both become psychopaths as the series flows onward get off on the thrill of missing being blown up by approximately thirty seconds--after experiencing the let down of having intercepted and delivered a cake. It's not even funny. With this fare served up for entertainment one would think that real life violence wouldn't faze anyone---maybe it's just another 'thrill'. Maybe Max the Cat ought to have its own show...it's a thought.And let's consider that opening sequence--what's that all about? Hmm? Are the newbies replacing that couple tired of running? Or are they the sort who terminate them? Couldn't tell --perhaps there's an unveiling forthcoming. But I don't care. There are far better series available. BOOM! Yeah, a house blows and nine people die and that's considered 'fun'? What the hell is going on?",IMDB,"Lonely bored sociopaths, or psychos in the surfacing, get their thrill fixes.",1.0
"I love the writing -- clever. I love the chemistry - odd couple. I love the house -- want to live there for a week. I love the intelligence -- they're smart people, even if they weren't spies, still smart. I love that they have emotional intelligence though they shouldn't (because SPIES aren't supposed to care -- yes, there's the irony and humor of it). Beyond the uncommon interracial pairing (we don't usually see black and asian people together on screen), we see that they are each a ""type"", as demonstrated in the ski slope episode, when compared with the fighting couple -- aren't we each a type, regardless of melanin depth, eye and nose shape? Thank you for adding real world/real people variety and charm to my media experience!",IMDB,Just what I needed,10.0
"Love the concept, the acting and overall great storyline.The characters are well thought out and the pacing is great. I've seen both actors in different shows and was not expecting their chemistry and characters to be so intriguing. The scenes are very well thought out and doesn't have any fillers placed. I'm only into the third episode but enjoying all the dialogue - the script is incredibly well thought out. Excited to watch a show like this. Hopefully they bring out a second season, it will be great to have more creative shows like this on Prime. This is not like the movie, much more interesting.",IMDB,Funny and easy watching,9.0
"There is a decent film of this already and a TV Show from 1996 which has much better reviews I will try to watch. This show was wrtten by Donald Glover and considering the concept already exsisted im struggling to understand what exactly he wrote. His bio claims he is an Actor, Writer & Director! Once upon a time people spent time perfecting one art, nowdays in the era of fake it till you make it they are jack of all trades masters of none!The two leads have no chemistry and very little serious acting ability. The writing is terrible which considering all the good Mr & Mrs Smith material out there is laughable. Studios like Netflix & Prime are really producing some rubbish this is up there!No talent, no soul, no point!Donald plagiarized a good story and made it dull, how talentless can you get.",IMDB,Utter Rubbish!,1.0
"I'm not sure what the first (low) reviewers were sayng.., these two have great chemistry (did they even watch the show? (The whole thing?!) (I would actuality give it a true 8 but because of the jackasses who gave it a 1 or 2?! (C'mon really?! 1's and 2's?!) I felt the need to balance it out. Worth the watch trust me Look forward to season 2? 🤷‍♂️ if there is/can be one.Okay to add more.., they work well together, every episode is different, it's not the same old stale thing we always see. Taken WAY past the original movie (not that that's a fair comparison-but reviewers before have made the comparison). So I did.Trust me give it a watch. You won't-can't hate it. That's for sure.",IMDB,"Really, really good",9.0
"Advertised as an action comedy, well three episodes in and still waiting for a moment of either. This is a mostly dull inane dialogue between the two main characters. There are slow burning series but this didn't even have a spark. The 'Smiths' are uninteresting, one dimensional and l couldn't care less about either of them. Despite being named the same as that dreadful spy flick, the Smith being so called spy's is the only similarity. This seems such a way off the usual Amazon quality it beggers belief it got the go ahead. This, for me wasn't even remotely watchable. Such a shame as the production quality is high but it doesn't save a dire script.",IMDB,Utter snooze fest,3.0
"Never review media. Watch A LOT. Confused why the haters are throwing so much shade on this show. I love action, thrillers, comedy. This show has it all. I am married 20+ years, never killed anyone human... writing is spot on, nailing new love and marriage issues amid intense third act careers for thirty-something killer-spies.Yes, this new series is nothing like the Brad Pitt, Angelina Jolie original movie, which I loved, which is fine. Why wound we want what we already had? This show is au courant, chill, and savage (I mean isn't composting always barf-inducing?) in a great way with some of my favorite character actor guest stars! Hihi! Why no love love? This show should be getting 7-7.5 IMDB ratings.Chemistry between the leads is undeniable. Script is great. I am enjoying the crap out of it now and wanna see where it goes.",IMDB,Great Writing - Legit 21st Century Action Romance,10.0
If your going into this show expecting 2005 movie than your setting you're for disappointment. Actually the series has lot character depth and can go different routes in this methodology world creative by Donald Glover. Some episodes has a slow burn but finish with a bang with episode 8. I was surprised with the chemistry between Donald and Maya in all 8 epsiode. All the guest starring were great in every episode this season. Appreciate the originality of this iteration of this story of Mr. & Mrs. Smith. It's Great show if you're not expecting 2005 film. Can't wait for season 2. Amazon has another hit show.,IMDB,Good smart take on Mr. Smith and Mrs. Smith,10.0
"I don't think I've written a review before, but the low score on Mr & Mrs Smith I thought it was unjust.I thought it was clever, funny, the actors understood their character's and I liked the pace of the show.The supporting actors did really well too, I like the relationships that the actors grew thought out the 8 episodes. In a couple of episodes they certainly stole the show.This is far superior to the terrible film with Brad Pitt and Angelina Jolie in and I'm glad it doesn't make reference to it.Hopefully there Will be a second season but I don't think the show will have legs for a 3rd. It would get to repetitive I think to last any long than that.",IMDB,Great,9.0
"Only the US seems to hold paid assasins in such fond regard. People who would turn up at your kids school and shoot their favourite teacher for a few dollars are somehow now to be seen as a cross between social workers and angels.Or perhaps it's just okay when it's the State directing killers. When they have just killed several people on the first task, our heroes share a chuckle and chat about what's next, like they've just escaped a boring dinner party. Why are Russians with poisoned umbrellas not treated in this fashion by TV and film? Is it because those people are not upholding liberal democracy and the rule of law? Well, neither are Mr & Mrs Smith.",IMDB,State Assassins,1.0
