"Title","Content","Rating"
"Surprisingly good","I'm not generally a fan of drama but this been a great watch.The actor we're picked really well. Aniston is perfect for the role as is Reece.It can feel slow for about the first 20 mins but after got super interesting.Billy Crudup is by far my fav he is so smug but I love to watch him.There's plenty of swearing and the back and forth are really entertaining.I have watched episode 3 times already.Go watch it.",10
"A sincere bravo","Me watching a chick show ?! Nah...
And yet... This one is one of the top i have seen in a while . I do not know how much Amazon spent with all this , but is money well spent .
The cast, the writers, oh my...
Put it this way: it's late night , and i just finish to watch the fourth episode and yes, worth every bit or my precious time.
Special kudos to J.A. and R.W. for their fantastic job. Not being one , but Americans can consider themselves lucky to have such talented and wonderful ladies .",8
"Great start. Now tighten it up!","Reminded me a bit of Scandal until that went OTT. Good, sardonic scrip. Good intriguing story. A bunch of very good actors. For me, I'd like to see them let the strong script carry the show along more. A little more aloofness and impassivity. Make the twists a bit more surprising and shocking. The public personas contrasting more with the private characters. I guess that's down to the director.",6
"Excellent production in many respects","The sum of all its parts gives it a solid 10. Although much of the plot is predictable one is inclined to focus on each character individually and for that reason the plot delivers a vast array of separate but equal moving parts. Billy Cudrup could have possibly been replaced by Mathew Mconnaughey seeing they would have or could have been interchangeable. Jenny Anniston- I mean what can you say? A glowing performance from a multi faceted actress and of course the list of great A list actors is impressive. Even a minor part played by Shari Belafonte seemed to carry value whereby the whole NYC tv production environment feels so genuine through the diverse casting to give a feel of an NBC studio in real time. And somebody give me the name of the stenographer. Just stunning quality. Last but not least the me too theme had a double more subtle layer in that the series also presented the absolute generational friction which may have caused the whole me too phenomenon. Millennials just weren't taking it all lying down excuse the pun whereas the boomer crowd seemed to take sexual harassment at the workplace as all part of the game. Fabulous analysis and message. Great! See it watch it and love it.",10
"Wow.","I never thought I would see such an incredible series about a morning show. It's amazing.",6
"Complicated subject, good, but boiled down to one message","They went at a complicated subject from all angles, but to be honest, it all boiled down one message - ""Never have relationships with co-workers"", simply put. Every relationship, even the one in question, ended because the women were uncomfortable with how their co-workers looked at them. The offender was blamed for how people looked at the victim, which honestly made no sense, especially how she explained their whole situation. But i guess that was the point. Aniston did a good job portraying a role women are often in. At one point, the men just seemed expendable to everything, it was all about how their female co-workers felt, no matter what. Tho the one guy who was 'neutral' i guess, was the fall guy and put under the most pressure just being there. So in whole it was good, it wasn't preachy also the message was clear, and that's it.",2
"Good first season, 2nd Season over the top melodrama","It's a good idea but the only reason I watched it so far was to see how Billy Crudup played. He's good and I won't continue to watch this never-ending drama. There are too many shows like these heavy on the drama these days.",10
"Masterpiece","The entertainment value of the series is off the scale. Absolute masterpiece of television.",9
"Aniston's Best","Get this series ranked with the likes of Little Fires Everywhere, Big little lies and Sharper Objects. Reece Witherspoon is so consistently good, it doesn't matter what character she's portraying.The script convincingly takes the audience on a journey very few ever experience. The pace is good and I recommend if looking for an afternoon binge.",9
"Good Drama","Hopefully more scenes between jen and steve..Overall an interesting show...",9
"Real and raw","Slow to start off with but by mid-first season, I was absolutely hooked and the second season was brilliant. Incredible acting all-round. Julianna/Reese's chemistry in the second season was amazing and I love that everything is just based on real events. It makes everything feel more intense.",9
"Loved it","Really really good. I've been wanting to watch it for a while finally got around to it and I'm glad I did.",8
"Overall great show but to much swearing","Interesting show but way to much swearing at times. I like how the show deals with recent and current events. I like how the writers connected all the characters and involved them in those events. Seems to show only left side views on this show while completely ignoring the right. Examples being COVID and Pro choice vs. Pro Life. Some episodes better than others. I really enjoy the Reese Witherspoon and Jennifer Aniston duo they both bring something unique to the show. There area a few flashback style episodes randomly throughout the seasons which at first seem out of place and random but do give context to the following episode. Overall I think the show is pretty balanced between the seasons though was kind of annoyed with the constant Mitch Kessler stuff which seemed to carry on way to long.",7
"This series needs to come out and shine!","This is by far the best show I've ever seen in a long time.And I'm talking about real series that talk about real issues, not sci-fi or fantasy worlds, superheroes and whatnot (not to underate any of those genres, I do love them all). But this is too good to only have some small awards and an 8.3 rating here.This needs to come out!I've finished season 1 and I'm speechless 😶 Jennifer Aniston is brilliant! Steve Carrell is brilliantly disgusting (in a good acting way), and supporting roles such as Chip, Hannah, Cory and Claire are such complexes and well made characters that this show can only get better and better (hopefully). Anyhow, this is my take on this season 1, do watch it! And spread it around. This needs to be seen.",10
"This is by all means a great show","I mention some scenes, and their cinematography/editing but don't explain the story, or the script within them, so I don't know if this review really contains spoilers.This is a really good show, with a story that hasn't ever been envisioned in film the way this show does. The cinematography is simple, but so well planned it makes every shot matter, and the story arc of every character is beautiful to watch.The lead characters, though unlikable at the start, slowly develop into characters that are real, and make you feel their good side. In essence the character development of the whole show is beyond impeccable, and show the reality of sexual discourse in a real manner, that is not cringe or overly dramatic.However the acting feels odd and scripted at times, with awkward pauses between people talking that don't feel like reality, these distracted me from the story from time to time.But I must say, every episode feels like a separate film in in of itself, And I don't mean that by saying that it feels like a different series entirely, but rather that every episode has a clear beginning, middle, and end that I see a lot of shows miss nowadays and I wish more had them.The script itself, is very cringe and unrealistic at points, and it's obvious that the actors found some lines weird to say. By no means is the script bad though, just odd.Now, the editing of the series is a mismatch, there are some great editing choices throughout the show, some that I would say are Oscar worthy. However there are so many scenes that could have been placed in different places to make pacing better. One part that struck me as amateur and wanted me to throw up as a filmmaker, was the part where Hannah was walking away from a scene, and clouds come in to dip to white and reveal Mitch. You'll know when you see this scene transition as it's just awful. I don't see why a fade out and cut when the phone rang wasn't an option.Overall though, editing was ok, and the way the editor used cinematography rather than sound to show story elements of the show was rather well done. I feel like the series had hired 2 Oscar editors, and one student who's learning how to use avidScript: 6.5/10Character development: 9/10Editing: 5/10Cinematography: 8/10Acting: 6.5/10Overall I'd give this show a well deserved 70/100.",7
"Dead air...","I gave this show a chance and watched 5 episodes. Although it has a great cast, I just couldn't keep watching. It started off interesting but then became very repetitive. The angry Jennifer, the no filter Reese, the weenie producer, and the continuous dead air. There are many scenes where people say nothing and it drags on and on and on and on and on and on. There's no variety to this show.",4
"An INCREDIBLE show","It's been three days since I finished the show, and I can't stop thinking about it! Jennifer Aniston gives the performance of a lifetime, and Reese Witherspoon, Steve Carell and the rest of the cast are so wonderful, you can't take your eyes off of them! Each and every one of the actors is stunning, the photography is just marvelous, the plot is always interesting and never (never!) boring, an overall great experience! At most scenes, I realized that I was holding my breath! A huge congrats to Apple+, and to Good morning sunshine, for this amazing show! Can't wait for season 2!!!",10
"Don't miss a true gem.","This show is really great, and I had to take breaks to make the binge watching last longer than a day. Billy Crudup and Reese Witherspoon are shining among the other actors on the show. The subject is serious, the script is well written, photo is top class, even the music is perfect.I really can't wait for the next season to be aired, in the mean time make sure you watch the first season, hopefully you'll get blown away, I was.",10
"Excellently written","Casting is phenomenal as is the camera work. I enjoy the current events written into the timeline. I don't know what everyone else is talking about with season 2 not being as good as season 1 as I completely disagree. Especially episodes 6-8. Not giving up any details but I found the story riveting. Looking forward to catching up and seeing where it goes from here and how they write about our messed up political environment currently. Curious about how they will script the impeachment and January 6th. Looking forward to more. Truly a well done piece that's reminiscent of the whole Matt Lauer debacle. It's refreshing to see they're exposing all this in close to real time.",9
"Incredible Must watch series.","I binged this series in just 3 days I couldn't get enough of it. Steve Carrel was well cast. He is so likeable he fits in perfect as the person you'd least expect to be THAT guy. You start off feeling sorry for him that he'd gotten caught up in the #me too movement and then as the show progresses it comes to light that he is exactly what they said he was.Jennifer Aniston character Alex perfectly portrays the generation that accepts the misogynistic/ boys club that sexualises women and makes excuses their behaviour and the twists and turns are just *chefs kiss*
The finale had me in tears and it has stuck with me.",10
"A MUST WATCH","This show is so top notch that I don't even have the words to describe it. I seriously cannot get enough. If Apple continues to produce content of this caliber, they're going to blow Netflix out of the water.",10
"Important show!","Great show in the aftermath of the #metoo movement, and it shows how important it was that it all was dragged out into the spotlight. Jennifer Aniston and Steve Carell are awesome as always. I have kept myself far away from Reese Witherspoon before, ever since I watched her awful Legally Blonde movies, but here she's just amazing. I can't wait for a season two, although I have no idea where it would go.",8
"Wow! I didn't expect to love this so much!","This show does a brilliant job of showing the complexity of being a working woman in a mans world, and how the Me Too movement has really turn life on its head for both sexes. It's such a huge topic and an important dialog for men and women to be able to have and understand. I loved that this show dealt with the repercussions of what confronting that reality has on everyone in a powerful corporate workplace. It deals with the impact of when the penny drops, makes you ask yourself what it means and looks like to be complicit - especially as a women. The writing is brave, smart, nuanced and empathetic. The cast was terrific. Every single one of them. I was so happy to see Billy Crudup onscreen. I've been a huge fan since Inventing The Abbott's, and Crudup was made for this role. Aniston was truly excellent, yo-yoing between being sympathetic one minute, and unsympathetic and borderline the next. More than that, she deftly reflects what it's like to be a hardworking, ambitious women who grew up like so many others .....to be groomed to ignore what's really going on around them, especially if they're succeeding. I applaud this show for focusing on what the Me Too movement meant for a person in that position. It hasn't been easy for most people and it shouldn't be because it too big and too important - as this show stresses - to sit on.
And aside from the topic - the writers and producers have just put out a flat-out compelling TV show that is also surprisingly fun and bingeable. Definitely check it out.",7
"One of the best series out there!","Rarely does a show (really) suck you into it's world and get a sense of what the characters are going through - This one does. Superb cast and script. While the big names are there, the scene-stealing gem is Billy Crudup.",9
"Four because the first season.","Only the first season has the quality, which was promised and delivered. Good directing, writing, cast and characters. Very enjoyable and engaging.From the second season it was something totally different with the same actors. Poor directing, writing, over the top dramas, sudden changes of the stories. Pointless situations and dialogues. Very-very soapie. What a waste.Season 1 showed so much potential all the way. After that it was hoping, that the next episode is better. Next season is better...quit in the middle of the last season because it was waste of the time for last three seasons.Directors and writers underestimate the viewers.If directors and writers really think, that seasons 2-4 have the same overall quality, then someone has to tell them.IMDB should allow to rate the season separately. We all know how series with its seasons and different writers and directors can change the course of the quality.",4
"Every episode is Gold","There's not many shows where you find yourself shouting ""YES!"", crying, and then left with your mouth on the floor utterly aghast - every episode.
Everyone is fantastic.
Who knew Aniston could act?!
Billy Crudup is just fantastic.
Just watch it. You won't regret it.",10
"Excellent show!","This show has everything! Drama, infidelity, betrayal, truth of life even tho is ugly, it will keep you at the edge of your chair, highly recommend it.",9
"Outstanding!","Loved it! It was moving, relatable, entertaining. Writing is absolutely impeccable. Can't wait for season 3! Must watch! Such a great story with great actors. Wish there were more shows with this quality.",9
"Absolutely Incredible!","I was captivated from beginning to end. The writing is so exciting and beyond intriguing. So many complex layers to this series and all the actors gave performances of a life time. I couldn't recommend this enough. Incredible.",10
"For the girls","I'm only 3 episodes in but it's so refreshing to see so many women leading the charge.It's passionate and explores the intricacies of the damage SA does. It doesn't shy away from tough conversations or tough women OR feminine rage.I for one am thrilled to see some women screaming and fighting for their opportunities.And for the people (who I can only assume are men) who describe Billy Crudup as a reason to watch the show, they are either totally misogynistic or just totally dumb to the entire point of the show. This isn't about the men. Yes they're brilliant actors telling difficult stories (& well) but this is about the women. The women and their stories.",9
"Wake-up call","Wow. What a powerful series. The story arc is as good as it gets, the acting spectacular. I'd like to phone everyone involved to congratulate them. But I can't. So here's a 10/10 rating instead. Oh, and for anyone complaining about the swearing, you probably haven't worked in a tv newsroom!",10
"Good writing","Aniston's character is probably the real Jennifer Aniston. I think that's what makes it fun to watch. Steve Carrell always deliver a great performance.",7
"Interesting, Excellently made, The Best of 2019","A series that I underestimated a lot in terms of script. I thought that many things in the plot were going to become obstacles, turning the plot into a fairly simple one, but they ended up being excellently complex developments that attracted me incredibly. First of all the subject seemed very interesting. To see what's behind the news shows that we regularly watch. The acting work of the majority seems great to me, but I highlight the performance of Jennifer Aniston since I never saw her in such a dramatic role and I was really surprised in a very good way. I liked how they worked with the two main characters, especially in episode 4, ""That Woman,"" when they interview Bradley's mother (flashbacks) seemed genius to me. As for Alex, I liked that his family problems outside the program were developing (topic that was half hanging, I hope it continues in the second season). But I found it very repetitive to be treated as selfish in absolutely all discussions, (I mean they had no other problem to give the character?!) Maybe it is done so that this internal problem of Alex keeps developing in Season 2. Mitch is a character who at the beginning looked like he was made to fill out screen time due to the consequences of the dismissal. We soon realize that he is a character that will greatly influence in the plot due to his desire to reverse his situation as a person. Even ruined, he manages to make kind of a civil war inside the show, causing them to fire Chip and more conflict between Alex and Bradley. This series has the best season finale I've seen in a long time. The last episode is excellent and shows that The Morning Show has a lot to give in the second season.",10
"Surprisingly great","I definitely avoided looking into this show because it just... didn't seem good. If I didn't get a free year subscription of Apple TV with my phone, I would've NEVER watched it, even with all the awards/buzz it got this year. But wow. The casting is phenomenal, like many people have said.To cast stars who have been fixtures in Hollywood for decades was a bold and almost unsettling move. Seeing these characters emote and garner sympathy (or anger), all the while knowing that the actors who play them are also caught up in a changing film/tv industry due to the Me Too movement... it was a lot to take in. I felt like many of the characters were beautifully (almost frustratingly) complex, and I appreciated that.Some of the characters (Bradley and Hannah in particular) had moments where they were written to be conveniently naive... moving with an innate confidence in some moments and then acting as if they don't know how the industry works in other moments.For Bradley, deciding to meet with Mitch by herself, when she knew his history and his level of desperation-- that seemed like a rookie move for an experienced journalist who wants to get to the bottom of Mitch's misdeeds. For Hannah, going straight to the head of UBA, an older wealthy man, to report the misconduct of Mitch, another older wealthy man, seemed like something most women in a hierarchical setting like that know not to do... I can concede that she was incredibly upset and, as she said, ""acting out of character"" (+ she later reported Claire's relationship with Yanko to HR, seemingly as a way to right her own wrong for never going to HR about Mitch).But as a woman of color, I cringed hard, watching that scene when she, in a moment of deep pain and confusion, exposed her vulnerabilities to the wealthy white man who leads the entire network-- no back-up or blackmail or anything. I think maybe my frustrations with her character are a result of having so little faith in/respect for institutions that operate in the shadows like that. It was a great scene. Another phenomenal scene was Alex going to visit her daughter in boarding school. Just exquisite, the way their entire conversation unfolded.I'm excited to see more of Audra + the ""Minority Report"" folks in season 2. They deserve more than to be relegated as a side plot and everyone knows it. Cannot believe they made us watch Alex and Cory sing an *entire* show tune but couldn't spend time on a backstory for Alison Yamazi.",7
"ANISTON'S ACTING IS ACCEPTABLY POOR. REESE IS FANTASTIC.","Reese Witherspoon is absurdly talented and Oscar Level actress. GREAT PERFORMANCE.Jennifer Aniston lacks talent, always have so for a profound character, it comes to light, for a Rachel in Friends, outstanding.
Anyway, she has charisma and is pretty. So we all love her. An acceptable performance but not good! People who say its good say it cause they like her.
Acting wise, its a 6 out of 10.Show is FUN, good, well written.MY FAVORITE CHARACTER AND ACTING BY FAR IS BILLY CUDRUP AS COREY ELLISON. HE's just really fun and comfortable in the role. It suits him perfectly.",4
"Boring crisis mode","This show has gone downhill. The first season was good, not great.Season 2 was ok and now season 3 is unbearable. The episodes are always in crisis mode and none of the characters are likeable. They do deal with current topics but its done in such a pedestrian way that it bores me to death. I only watch it still because the cast is amazing and I want it to redeem itself but the writing is atrocious. I am speaking of being a huge fan of Succussion and their writing. Succussion writing is supurb because it was witty and entertaining and drew me in, even though I have no interest in business ethics. I wish The Morning Show had a smidge of wit. The dialogue is just so dry and boring. And because every episode is in crisis mode, character development is non exsistent. This amazing cast deserves better than this.",10
"A must watch","Absolutely phenomenal! Specifically performances by Jennifer Aniston and Gugu Mbatha-Raw. Positively engaging television.",8
"A positive echo of the shows I've previously loved","'The Morning Show' may not be as clever as 'West Wing', as charming as 'The Newsroom' or as adroitly melodramatic as 'Unreal' but it's a welcome plug into the sinkhole those programs left behind. In between all the super hero and crimes series, we need more that speaks to us about real issues. Far bigger than the Me Too theme is the need for corporate Media accountability, and punishment for its failure to tell us the truth about almost everything.",10
"My new favorite!","Well written, interesting characters, love love love!",10
"Loved their courage","Im just a simple guy from Argentina and i honestly had lower expectations. When i first started i found a narrative about all the social issues we gotta face nowadays. The me too is never left behind, but is introduced to us from all perspectives, the impact of the cruelty in the media, the problems That women in bisness have still handle it, the relation ship between Alex and Bradley..: how it evolv. I just can say no more... JUST WATCH IT",10
"so good","It's really satire. Although this show may not be too short, it has a completely different place among what I've seen so far. With a budget the size of GoT, it was certain that it would be a quality business, but it wasn't for entertainment like GoT, and it was impressive with both the filming and the actors and the storyline.",8
"Amazingly, Morning Show Has a Lot to Say About Communication Failure","While the scenario can appear to be too fantastic and at the same time not fantastic enough to be true, in general, Morning Show is honest in depicting the different people who became a part of the one problem. There are people losing their sense of good and evil because of incredible power and influence. And there are people who keep silent about nasty things happening to their colleagues. What makes this situation even more complex is that there are people who don't want to keep silent but who knows if they are right at what they are saying?Today, when Cancel Culture has some significance, it's easy to forget that ""canceled"" people continue to live and strive to live well, have friends, and so on. I can't say that this theme is notably highlighted in Morning Show but at least this side is not ignored. Which is great, to be honest. Because life goes on and it's always interesting to take a look at what happens to these people whose terrible deeds were revealed and condemned. But don't mistake this interest in these people's feelings for the attempt to acquit them or put the blame on victims! And that's not something that Morning Show does! Much more attention is focused on how power reveals people's weaknesses. Both male and female characters are prone to abusing their power.Morning Show is attempting to answer many of the questions asked by those who don't share positions supported by the #MeToo movement and other human rights movements. More or less realistically, the series shows how women end up in the bed with their bosses and how they cannot say ""No"" even if they categorically don't want to stay with them. Morning Show demonstrates what people are capable of when they prioritize their careers over being humane and what stands beyond the ""silence is violence"" tag line. Racial issues are in the place, too. In general, I see that Morning Show is about people who afraid to be honest with others and themselves and which disasters it drives.The real problems are more complex and the ""Cancel"" button is a poor solution to figure out who's to blame and what to do. I'm glad that this show is not avoiding the entanglements of life and manages to stand on the kind positions.",7
"This is awesome!","Apple spent a lot of money and time on this show and you can tell that every minute you're watching. Plus the acting and writing talent is just oozing off this. I love/hate the streaming wars because we're getting incredible quality content right now, but this can't go on forever, the services will have to start making money someday, and the quality will start to match network tv. At least we'll be getting some really good shows like this for the next couple of years!",9
"F bombs are annoying","I like the actors. Story Is interesting but the language is a huge turn off. Based on the me too movement. Not sure which morning show that they are talking about.",6
"Loved almost all of it","I loved this show and I really liked every character but one. Witherspoon's character annoyed me every episode. It's completely unrealistic to pull a no name field reporter from WV immediately onto a premier national show. More so, she made me cringe more than enjoy her. That being said, every other character was fantastic and I loved seeing Aniston in a different role! The story was great- it kept me wanting to watch more. Only because of the unrealistic nature of sitting Witherspoon's character into a major news corporation did I knock off a star",3
"In a word: frustrating","In a word, this show is frustrating. So much potential. Great acting. Good story. But the creators/writers/directors failed. Every episode should have been 15-20 minutes shorter. It just drags in some places. They even choose not to give important moments to the brilliant actors, instead silencing them and letting music play over. Ugh.",8
"Jennifer Aniston is not good.","Season 1 was pretty good but season 2 is a mess. The story line is all over the place. But most of all, Jennifer Aniston is not good. There's no other way to say it. Her bad acting is very distracting and ruins the show for me.",10
"I love it","Storyline: 8
Writing: 7
Acting: 9
Cinematography: 10
Can't wait for next episode: 10Special note: Jennifer Aniston's amazing acting (also completely gorgeous).",10
"Fantastic","Honestly, when I started it, I was never expecting it to be such a gripping, intimate story at all. I thought it would be a little pretentious since it's dealing with cliches like victimhood, show biz, glamour, manufacturing news.It's quite a surprise that the makers let the leads take so much screen time with commendable presence.The performances are simply amazing and I can't wait to watch the 2nd season.",10
"Drama. Entertainment. Drama.","The swirling drama of this show is uncanny! The morning show does not start slow; starts with a scandal and it ends on a scandalising note. There is no episode on the show that you would want to skip. There brilliant actors play the roles brilliantly; the dialogues are fluent and chemistry is effortless.The show underlines the harassment culture that goes on in an extensive network. There are unique and insidious characters that come out of the shadows and display human emotions that u can relate to and not hate or dislike. Even with the drama that revolves, the show does not lose focus from its main storyline of news.There are many known faces that make and appearances and leave without eating unnecessary screen time. That most of the first season goes on in picking up the crumbs of the first episode of that rattles the news division. Jennifer Aniston and Reese Witherspoon are made for morning show (or they are too versatile to play any role) the same cannot be said Steve Carell - one cannot separate The Office laughter of Michael Scott.",10
"Wonderful!!!","The cast, always of the highest level, is enriched by an excellent Julianna Margulies who plays one of the most interesting characters of the season. An always compelling story with extraordinary performers. To see all in one breath. I look forward to season 3.",10
"Awesome stuff!","Thought provoking, excellent and powerful drama. They approach the subject from all angles. Well done to everyone involved with this show!",7
"Great and unique show!","Excellent acting, very great music scene
I think these show best show in 2019",9
"It's rare...I thought possibly impossible for me to be a woman of few words...","But:1. Combining America's two sweethearts = Brilliant
2. Letting Jennifer Aniston finally shine in her true acting glory = Beautiful
3. An all star cast with a clearly amazing team of writers = Unheard of, until now.Best. Show. EVERBravo.Kristen Susemihl <3.",7
"Unveiling the Media Maze","I recently watched the ten-episode American mini-series, ""The Morning Show,"" a captivating portrayal of the behind-the-scenes dynamics of a morning television program.The series unfolds as a compelling exploration of the intricacies within media organizations. It delves into the events orchestrated and navigated by media executives on one side, while exposing the challenges faced by media personnel and the counteractions taken by hosts and producers against their superiors on the other.The central theme revolves around the pervasive issue of sexual harassment within the media, demonstrating how ""The Morning Show"" utilizes this subject to captivate audiences. The series sheds light on how such a sensitive topic is exploited to engage viewers, reflecting the harsh reality of media sensationalism.While the show offers valuable insights for journalists and media professionals, its relevance may be limited for those who do not experience the same level of editorial freedom portrayed in the series.Produced by Apple TV, ""The Morning Show"" premiered in November 2019, and its narrative weaves a complex tapestry of media politics, ethical dilemmas, and the struggle for truth in the world of morning television.",3
"Just gets better and better!!!!","This is a slow starter, but the character build-up and finale are some of the best tv I've watched in years. Watch it, you will not be disappointed!!!",7
"Amazing script, excellent plot, astonishing performances","The context, the facts behind the scenes of a most successful TV show, may be intriguing but it is the unfolding of the main characters together with them addressing questionable ethics in modern societies, that makes this series a ""top-shelf"" choice when it comes to fascinating yet honest entertainment.
This is an impossible to resist from watching series.",4
"Well...that went downhill quickly...","I watched the first series and whilst it was quite good I wouldn't say it was brilliant,and I proceeded to watch series 2...
Someone likened series 2 to a bad soap opera,this is the perfect example of toe crunchingly embarrassing tv.The characters are so one dimensional and annoying I wanted them all to perish!!!It's basically saying all tough people are flawed and really nice people if you get to know what's underneath...
Too many slow mo montages with ridiculous sad music and actors looking wistfully into the distance,trying to purvey angst...
Very lazy writing and I had to force myself to watch the last 4 episodes just to say I had watched it
I have rated the series based on season 2 because it was so awful I forgot half of what happened in season 1
Season 2 in summary is awful...don't bother.",10
"Excellent thought provoking series. Great script. Great acting.","I expected terrific acting from Reese Witherspoon and Steve Carrell, but Jennifer Aniston was amazing in this series too. Truly the best performance of her career so far.This is a really thought provoking series, especially Steve Carrell's character's self justification scenes and his complete lack of self awareness.The biggest problem with The Morning Show is that it's not widely available to view. It deserves a much bigger audience than it's going to get on one very limited platform.",10
"OMG!!!! Wow. Just wow!!! **SPOILERS**","This show from the very first ep to the last is outstanding.
Never have i been so invested in a storyline as this one. Kudos to Jennifer Anniston & Reece Witherspoon, the last episode was EXCEPTIONAL!
Devastated by Hannahs death but what came from it was every bit deserved.
Well done to all on this show, you've done an incredible job that you should all be proud of. Big Respect.",10
"Great acting, meaningful storyline, excellently portrayed in a real life scenario","After hearing about this show for over a year, I wasn't intrigued to watch it with the assumption it was another RomCom, and not a hard hitting drama. I am very pleased to say I was mistaken. This show is packed with emotion, important dialogue, and portrays both sides of controversial topics. Some, that make you think in ways normal TV does not. The acting by Billy Crudup, Jennifer Anniston, Karen Pittman, and Gugu Mbatha-Raw left you with no doubt that the Emmy nominations were correct.
I finished this season literally standing with anticipation, and will be the first to watch Episode 1 Season 2 on the release date.
Don't sleep through The Morning Show, they know what you want to see.",10
"Good start and a great Finale","Things started like a typical drama series as the trailer suggests and they start getting messy and messy at the morning show and then the directors tie everything together slowly and give a thumping finale. As a hardcore friends fan, I kinda liked Reese witherspoon's performance over Jennifer Aniston's. Really impressed with the show and the plot of season 1. Can't wait for S2.",9
"About this tv series","I've seen lots of tv series and when I started to watch this one I thought that it would be an ordinary tv series like other but after watching this show and especially last episode I realized that it's very good and exciting. I prefer you to watch it and I promise you won't regret it.",8
"Loved the show, not the ending","The choice of actors and the acting was awesome. The drama really drew us into the show. The constant changing alliances and hypocrisies I think really represented the human character well, especially where money and fame are involved. The show highlighted how much one person's bad behaviour can affect so many people and so much.I wondered how they would wrap up so many negative character issues at the end.....and how did they do that?First, during the interview between Reese's character and the author of ""the book"" - it was powerful yet ended in a speculation by Reese's character ""well perhaps it's a different Alex now"". Just wimped right out into this fluffy speculation. Lame. Typical soap opera style.Then, Jennifer's character gave a minimum of 3 ""heartfelt speeches"" to a variety of groups, finally ending the show on her last televised speech of ""so sorry"" working it's way to ""f...k everyone, I'm me.""Very heavy ending which really left us viewers absolutely nowhere. I loved the show - right up until the last 2 episodes.",9
"Reese Witherspoon makes this great!","Was slow to get into but once Reese came in it was awesome! She brings her authenticity to this role like all her roles. The honesty about the metoo stuff was also refreshing",7
"I'll bet it'll get better","The leads plays well as they always do but they're surrounded middle class backstage actors who doesn't do them any good.The story is exciting which makes it worth watching for at least another episode.",10
"Delightful surprise.","I watched the first episode and was only half interested. Then I started the second episode and I was in. The casting of this show is great. I really enjoyed the dynamics of everyone in the cast. This show has everything going for it. Can't wait for season 2!",6
"Season 1 was good","Enjoyed Season 1 but expected it be to better, second season doesn't have the same feel. Season one has a great build up to a singular point that is entertaining, emotional build up but satisfying ending. Season 2 starts off slow with some boring filler scenes. Season 2 gets better as it goes on however Season 1 still was much better.",1
"The first season was watchable, even good.","Good lord, did the writers from the first season get fired? The second season is all about elitist ideas of identity politics with a jumbled and messy storyline that somehow manages to still be predictable.",9
"Standing applause. Fully hooked.","A very interesting show.
Jennifer Aniston's is obvious, but the role of Witherspoon, Billy Crudup and Mark Duplass is remarkable.
A delicate story and with a lot of reality. What happens behind the scenes is a totally different world.
I'm waiting for the second season.",10
"It feels real","This show captures reality on many fronts. A lot of people watch morning news but over the years, we have been enlightened as to what has been going on for many years unchecked. It is a brave dive into the realm of #metoo and the politics and scandals that are not always visible to the outsider. The casting and acting is wonderful. Bravo Apple!",8
"Being optimistic and it works!!","Urmm, I just finished this incredible show and it's good. From the 1st episode it got me and i binge watched like by sitting on whole day. I must say it has all the energy you want from a show and the story and camera works which i dig the most. Can't wait to see the next season 2. !!",10
"Amazing drama","I watched this in a recommendation and couldn't have been more grateful! It's a really interesting look into a work place and with uncomfortable but for me relatable topics. Sexual misconduct, organised company restructures, cover ups,Stellar cast, intriguing story line with dysfunctional characters and amazing sound track.",8
"A very shouty drama but good none the less","I'll start with the negative to get it out of the way, there are other emotions when upset (Jennifer and Steve in particular ) other than over the top shouting - they SHOUTED ALOT whether upset, frustrated or surprised. I also still don't rate Jennifer Anniston as a great actress but Steve Carrel played over the top creepy well. I was hooked however and found it stylish and entertaining with good sub plots. Probably one of the most entertaining pieces of drama on 2019.",9
"I am someone who hates liberal shows (especially crap like Watchmen) - And I love this - its what shows should be","Jennifer Aniston and Reese Witherspoon are perfectly cast. The slow is not conservative, not liberal, it represents all points of view well and does not make the mistake so many shows make (OMG the NEWSROOM HBO Sucked). This is not smug. After Episode 3 it hits a beautiful stride that makes it to the finish line - an example for how shows still can reach a broad audience and have political tones.",7
"The Melodrama Show with Jennifer Hasbeen","This is Hollywood hasbeens trying to be clever and failing. No, the social commentary is not poignant nor is it even interesting. Over acting on the part of, mostly, Jennifer Aniston, Steve Carrol and Reese Witherspoon is nauseating.The only purpose for this show is for these actors to remain relevant by tapping into much too exhausted topics. The emo melodrama of Anniston is particularly over the top. It just doesn't work and is too tiring to invest in.Martin Short? Really? Is this really Apple TV competing with prime time melodramas?Production quality is good overall, but it feels like a prime time drama aired in the 90s on NBC cuz CBS and ABC wouldn't have it. My advise is to not have it either. Nobody cares how much these hasbeens can fake cry 🙄",10
"rivetting","A well made show with a rivetting plot worth enjoying.",7
"Powerful, amazing acting","This show is unbelievably powerful! The acting is everything, every actor is seen in a completely different way than they have before. Some of the episodes are hard to watch, I've seen the first 10, but trust me it's a great show.",4
