Content,Platform,Title,Rating
"The Netflix series 3 BODY PROBLEM is in my opinion the most significant Science Fiction work to come life on screen since Arthur C. Clarke's 2001 A Space Odyssey. Behind the cinematic production we find the team that created GAME OF THRONES. The series may seem confusing at first but hang in there, once the core precepts become clear to you the revelation of the fresh thinking going on here will make you feel like a pioneer, as great science fiction should. If you miss watching this you are likely to miss a critically important next step in the development of human consciousness. This is an important work that prepares human consciousness for the progression of the stellar expansion of human civilisation from where we are now, to the next steps.",IMDB,The Next Step for Human Consciousness,9.0
"This is quite simply the worst Sci-Fi adaptation or standalone TV show created in the last ten years. How it has got so many reviews can only be attributed to shill reviewers who have never seen it or have been paid to give a positive rating.It began with a thin plot around alien tech but slowly degenerated to nothing more than a clumsy cliff note analysis of humanity and its effect on mother earthWe are patronised with the sermon humanity doesn't deserve to live even if the aliens come in peace. We are beyond hope, and if the lead actors were the best we had to offer in defence of an invasion, I would wholeheartedly agree.",IMDB,If You Want Proof Studios Employ Shill Reviewers This is It,1.0
"Tense, thrilling, emotional and cerebral. Great character development. Easily the best show Ive seen in a while.Alexander Woo, David Benioff and D. B. Weiss have been uber-successful in creating a visual and dramatic masterpiece by adapting a well-recognized excellent science fiction novel. You feel the visceral, ethical and intellectual struggle with the decisions and challenges these characters all have to make. The series of tragedies that leads Ye Wenjie to sell-out humanity is in particular numbingly sad-- because the viewer is made to empathize with her.""3 Body Problem"" just rises above the useless rot of bad shows that have a lazy audience appeal (""The Gentleman"" or anything with a ""Star Wars"" insignia on it) .",IMDB,A MUST WATCH,10.0
"This adaptation is not 1:1 with the books, and simplifies the more technical/scientific concepts that make the source material so special. However, it still manages to hit all the same narrative beats, and the expanded cast of characters help make the story more approachable for a wider audience. It's a pretty impressive compromise that mostly works. If you are into stories about alien contact and don't care about the deviations from the books, If you are a sci-fi fan you'll love it. Very thought provoking and easier to understand compare to the Chinese version. This is honestly a great watch.",IMDB,Mind Blowing And Amazing!!,10.0
My biggest criticism comes from it being rushed and you don't get the same feeling of revelation as you get from reading the books. A lot of exposition happens to explain things to the audience faster which can be a turn off for some people. Apart from that I love a lot of the changes and by no means should the show be adapted 1:1 to the books. The books had many flaws as well but it was the big ideas in them that make them great and timeless. I feel that the first season of the show captures those ideas perfectly and I wager that the following seasons will stay completely true to the core ideas of the books.,IMDB,"As a book fan, I love this.",10.0
"I just finished watching 3 body problem on Netflix. I usually don't rate tv shows after only watching the first season but this must be the best tv show Netflix has created over the last few years. I loved it so much. It kept me at the urge of my seat. I'm not even sure where to start. It just works. The storyline, the acting, the pace, the setting, everything is just perfect. Humanity is so fragile and resilient. This is not a mindless alien invasion plot. It makes me think about how humans will behave in such an event. They talk about the science and simplify certain things that'll be so complicated to explain. The friendship and the bond between the lead characters is so heartwarming. I really hope Netflix doesn't ruin the show and I hope they release the next season very soon. For those giving it a low rating because of the book adaptation and so on, just grow up. Not everything needs to be the same at all times. This is a beautiful and incredible story. I can't wait for more of this. Solid 10/10. Absolute.",IMDB,Deeply perfect,10.0
"The original series (in Chinese) have always been criticized for its character building but it's exceptional in terms of setting up such a fascinating concept about universe and captivating story plot. At least in the first season, this show corrected the shortcoming of the book and made the characters way more relatable and genuine, Meanwhile appealed to a wider audience while kept its essence. Great job. The story is way bigger than earth, human and our universe. And I agree with most reviews, the visual shows the budget. Can't wait for the second season. I hope Netflix continues this series.",IMDB,The adaptation made it better,9.0
"I have read Cixin Liu's trilogy ""The Remembrance of Earth's"" past twice in the past half decade. I greatly anticipated this show coming out also with some trepidation. The concepts are somewhat complex and the storyline spans centuries. I am happily surprised with how well the show sticks to the storyline and realizes my imagination on screen. The dehydration and dehydration of people is very well designed. Also how they explained Ye's discovery of using the sun as an antennae to amplify radio waves is incredibly similar to how I visualized it from the book's depiction. I was very pleased to read that the character changes the producers chose to make were first approved by the author. Fingers crossed for a second and third season to fully complete this epic saga and one of my favorite science fiction series of all time!",IMDB,My Mind blowing at how this is was just perfect !,10.0
"I guess this was based on a book or something, I've not read it nor heard of it, but based on the amount of 1 star reviews I'm guessing some fanboys thought it wasn't representative of it or something? Well I'm not one of those and let me tell you, this series is a very solid 8/10. The story while being paced a bit slower than what I would have liked, at least in the beginning, was still interesting and got me hooked within the first minute without knowing what I was getting into. The acting was mostly well done. Been a while since NF produced something as good as this, and also quite unique. Giving this a 10 to offset the rating since it's way better than most other series rated 8 or even higher.",IMDB,Don't get the low rank,10.0
"Pleasantly surprised to find Netflix made this science fiction into its series. I wasted no time and finished its first season, 8 episodes overnight.The base of the original story lines of the book series remains intact but the key background location of where it's happening has changed from Beijing to London, and subsequently the characters as well, from mostly Chinese to a mix of different races living in UK. Understandable changes when considering its global target audience, but those changes confused me a lot at the beginning.Whether you read the book or not, I would assume that you'll find it pretty entertaining overall. And if you find it difficult or too slow in the beginning, it gets better and clearer once you patiently bear through the first 3~4 episodes. Lastly, I believe Netflix should have made and released maybe about 4 episodes more for its initial season that would've covered the diabolical first battle.",IMDB,A fairly decent show but demands a good deal of patience from the viewers.,8.0
"The people review bombing this show are stupid. They can't accept that there are différenciés in an adaptation. It's brilliantly made, great directing, acting, script, everything is great. Very well done, really powerful and creative. Made smart choices when adapting a challenging book but as fan of the books for years I loved it . Dont expect a carbon copy of the book but in spirit I think they have spot on. I think everyone gives an excellent performance all around Go watch it and don't listen to these haters. It's honestly better than I expected. Obv it's not a one to one adoption from the book, but it's still rly good.",IMDB,Please open ur mind and don't ruin this masterpiece on us!,10.0
"The Three-Body Problem"" series is a bold and ambitious journey into one of science fiction's most profound narratives. As a fan of Liu Cixin's original trilogy, I approached this adaptation with a mix of excitement and trepidation. However, what I found was a series that respects the soul of the source material whilst making necessary adjustments for a global audience.Critics have been quick to point out deviations from the book, arguing that the series sacrifices scientific detail and character depth for broader appeal. Yet, this view overlooks the essence of adaptation - the art of translating complex ideas into a different medium. I think this was necessary for Netflix to do in order to appeal to a broader audience and hopefully secure an order for season two.To those hesitant to give this adaptation a chance, I urge you to approach it with an open mind. This series pays homage to the original while carving its own path in new and interesting ways. It was definitely one of the most unique watches I've had in a long time.",IMDB,A Visionary Adaptation That Deserves Your Open Mind,10.0
"This series starts off great with loads of promise. When I seen it was made by the same people who made Game of Thrones I thought, I'm in for a ride.By the last few episodes it just seems dragged out, boring and cringey. They could have fit it into 5 episodes really as I felt myself losing interest during the last 3 episodes.In the end it just turns into your typical, boring, 'safe the world' series where everything is hinging on a small team of 'heroes'.I would rate the first 5 episodes as 8/10 and the last 3 episodes as 3/10. I wouldn't bother watching it if I knew how it was going to turn out. Save your time.",IMDB,Don't Waste Your Time,5.0
I am a big fan of the book and has watched the tencent series as well. I think it is a great adaptation suited for a wider audience who is usually not very much into the hard sci-fi. The characters are easier to follow than in the books. The events in the books are presented with great visual effects. The acting is good and I am impressed how the setting in 1960 China is very authentic The pacing is good that things keep moving and then there is a bit of flash back. I hope the show will keep running for season 2 and 3.Netflix definitely has a lot more budget than tencent to work on the visuals of the VR game. I really like how that part was presented too.,IMDB,Great adaptation,10.0
"Very interesting plot and ideas, while I would say the character development isn't so good that it feels personal, it is more like the thriller pace and character development. It is full of tension and rarely starts getting boring or slow paced. I did not read the book myself but I heard that it is different to the book but apparently changes parts of the story, but in a way that makes it easier to understand and to follow. Compared to the Chinese TV series, it is more fast paced. The directors obviously read the book and put thought into it to make sure the story makes sense, and becomes a fitting adaptation of the book.",IMDB,"Summed up: Tension, wild and interesting ideas",9.0
"Been looking forward to this show since first hearing of it, and with a title like The 3 Body Problem - relating to cosmology - the hook was in. So far I'm not disappointed, and thankfully no real attempt at shoehorned or overt DEI which is an instant joy killer for me. I'd say that if you're not the patient sort or not interested in science then this first episode could be a bit of a chore, however I loved everything about episode 1 and seeing some of the cast from GoT. On reflection, episode 1 was reminiscent of Sense8 - another incredible show - which also had a slow yet complicated opener. I'm about to start episode 2 and will alter my review after completing the show if necessary.",IMDB,"Great set-up in the opening episode especiall, for the science literate!",9.0
"As I start the second half of this opening season I am already wanting a second season airing date and I would like it soon @netflix.This show is off the scale and if you like Sci-Fi, drama and mystery then this show is there for you to watch.In an uncertain world we have a certain kind of certainty in that we have four basic seasons each year. But in a galaxy far far away, 400 years at ludicrous speed, things are a little different. They have the 3 Body Problem. To fix their issue they have a solution. Earth.If you liked and were shocked that The Peripheral was cancelled after one season then you'll like this show. It brings that show back closer to our reality things we can see, feel but more importantly, we understand.So if you like your Sci Fi then ignore the reviews from the Daily Mail and co for they know not what they are talking about even when it's cut and pasted from a real story.This show is top shelf and with a script, cast and direction all spot on I. M. O.Don't let us down again Netflix, you're not the BBC and so we can vent and cancel when we can't find show we like out of sight of a future.",IMDB,3 Body Problem (Bug Problem Solved?),10.0
Couldn't get further than one episode - the opening sequence in China was pretty good and drew me in but then we are introduced to our main characters- some of the cleverest scientists in the western world at the top of their profession and unfortunately they are just badly cast and have dialogue akin to university first years - seriously it's terrible dialogue and doesn't in any way make the characters believable.Diversity in your casting is great but the dialogue and characterisation in this production works against the diversity and makes no one seem like a real person at the top of the scientific community. Can't tell whether it's bad acting or bad direction maybe both but it's all just awful.,IMDB,Casting and dialogue are awful.,2.0
I never read the book so I didn't have any expectations. The begining was a little hard to get into but it kept my attention and grew to the point where I ended up watching the whole season in two days. It has enough real science to keep it real enough. There were a few spots that were really reaching the limits of believability though. I hope they have a second season. If you watch beyond the 3rd episode it starts to pull things together so keep watching. The characters are great and really keep you wanting more. It's not so out the realm of thinking something like this couldn't actually happen but it does stretch those limits a few times.,IMDB,I think it started a bit slow but it kept me going until I ended up binging the wholw season in 2 days.,9.0
"I just devoured it. I loved it so much, no spoilers here! There are fabulously inventive new ways of telling an old story. There are moments of shock and horror, sweetness and humor, realism and complete fantastical ... events. Its fabulous. Its everything I want in a Sci-Fi story and I hope they continue this for many many years. I also am a huge fan of the books, I had zero problem with changes for the screen, they could not possibly try to recreate the book and so they didn't. They created a 3 Body Problem world of their own with one of the best new tales out there for Sci=Fi. For fans pining away for more than just DUNE and DUNE 2 - and thank goodness for them both -you will love 3BodyProblem, let it take you into the galaxy of imagination.",IMDB,Sumptuous & Unique w/ Great Acting,10.0
"Yup. You read the title right. The fact that this show is so detached to 3BP is the exact reason why it's a show worth watching.I really do not understand why Three Body Problem was such a great book. It suffered from severe pacing issues and devoted far too much time to irrelevant details. It also suffered from severe plot holes and setting issues, such as how one of the characters broadcasted a radio signal in a way so simple that others should have thought of it beforehand. In addition, the book brought up VR but never explained its significance to the common people (Is RP1 happening worldwide? Who knows?). The book does this with millions of other concepts and fails to elaborate on any of them. There was just too many ideas - too much fat.Why did I rant so much about the book? Because surprisingly, a Netflix adaptation with the traditional Netflix elements solved every one of the issues above. It really tightened the pacing and grappled with the core issues of the book only - nothing else. It preserved what was important and discarded what wasn't. Sometimes, I feel like the netflix/hollywood hate can get over the top, blinding people of truly enjoyable shows.In conclusion, this show improves everything there was on the book and I would recommend this over the trilogy any day. Please ignore the other haters, they're just blinded by the mindless mob hate I mentioned previously. Just go watch it and let it wow you.P. S. For an actual good Sci-fi read I would suggest the Ender Quartet (especially the first two books) as well as Dune.",IMDB,Removed completely from its source - and that's a good thing,9.0
"I think it is a great adaptation of the book. If all adaptations were exactly like the original, then what would be the difference in the movies and shows that are produced? Overall, It is very suited for the wider audience who will not have the patience to watch the tencent series or read the books. There is enough mystery and excitement to keep people following the show. The visuals of the VR game is amazing. Engrossing television show with an interesting twist on the usual 1st contact scifi story, big action sequences, and great performances by most of the actors. Would have liked a more even pacing across all episodes (it slows down in the 2nd half). Cant wait for Season 2.",IMDB,"Don't listen to the haters, and see it your self",10.0
"China is going through cultural revolution 2.0,
so here are some thoughts of the new generation of red guards:1. In Episode One, Ye Zhetai was beaten to death by the red guards at the criticism rally. This was to provide foreign people, medias, governments outside China with materials to criticize China.2. China has developed its own version of 3 Body Problem series with a lot less money. There are 2 scenes that can't speak for the high investment of the Netflix version because in these two scenes Netflix version does not demonstrate a complete superiority over the Chinese version. (One scene is where nanofiber wires cut through the ship and the other is where stars blinking on and off in unison.) Therefore it can be concluded that the Netflix high investment was misappropriated and the world outside China does not do better than China in the business of anti-corruption.This is why there's a large percentage of audience (7%) rated 1 out of 10 up to the time when I finished this article. The new generational red guards rate this Netflix version low to show their communism is superior to the democracy.",IMDB,The reason why many people only rated only 1 out of 10,10.0
"Brought to you by the very same people who couldn't end GoT properly, comes another strange adaptation of cult-classic books.For the record, no, Netflix did NOT in fact, 'do a 180' by showing the Cultural Revolution (which killed not one lone university professor, but instead saw 1.5 million people beaten to death or tortured to death in camps just because they were deemed academic bourgeois). The books in the first page are far more graphic and call a spade a spade: men and women have their head blown off by teenage bullies because ""Marxism"". But of course Netflix would never use the ""M"" word.Anyways after that little incursion in China, Netflix of course spends the other 9 episodes re-gendering every character (all strong characters are female, males are litteral doormats, one of them having qualms about complaining about getting friendzoned as he .. dies of cancer). In the book, everyone is Chinese, here, evidently, that cannot be - so you have one Indian, one Black (who smokes weed and drops acide while working a particle accelerator), one White (who is reckless loser , fat and stupid, and gets offed in episode 3 of course).And evidently, there's political commentary everywhere, which flies in the face of what the book was about. Heck, even ""Logic"" (the name of the ONE character in the books that considers betraying his people), has been transformed into an always-oppressed Latina woman who hapens to be a model and hates capitalism. She calls people 'fascists' when they take strong action and complains a lot about 'the men, the men'. . Oh and there's of course gay couples for no other reason that having gay couples.It's a joke, like everything netflix does. Don't be fooled and read the books instead.",IMDB,"No, Netflix did NOT create a 'Great Show""",2.0
"As adaptation, I've been a massive fan of the books for many years. This was truly remarkable, an exciting and thought provoking adaptation of the books. Some of the changes definitely took time to get used to, but I at least understand the logic behind them. Considering the 1st book (and the 3rd book stuff they moved up) is mostly setup, I have faith that season 2 will be even better if the series is renewed. And as the show it self, A unique great show. Starts out a little confusing and slow but picks up quick, answers your questions, and is intense all the way to the end. Definitely worth the watch if you like Sci-fi.",IMDB,Totally recommend for both (readers and nonreaders),10.0
"The first episode had me furrowing my brow with its slow pace and rapid plot development. Yet, I ended up watching the whole thing in one go!The changes to the characters are quite substantial, but the logic is sound, and the plot flows smoothly. Moreover, nearly all major events from the novel are faithfully replicated, with each character's psyche portrayed excellently.It even supplements some characterizations from the original work, making them more well-rounded.Also, the role of the game in driving the plot is notable. You can see how the show accelerates the pace, wrapping up the first part of the novel and seamlessly incorporating the beginning of the second part.However, the execution is truly impressive, showcasing the skill of the writers.Looking forward to the next season.",IMDB,Looking forward to the next season,10.0
"So far a good representation of the book for a format meant for a casual audience. I went in not expecting the depth of the science and story I read in the books. For the format and general audiences I think it will be a great step into the world of Rememberence of Earths Past. If people want the full impact they will need to read the books, if you want a fairly on par dramatization go with the Chinese show, for a spectacle quick fix of the world, I think this is perfect for that. So far I very much enjoy this. It changes a few things but overall I really like this. They did a great job at keeping me interested !!!!",IMDB,So Far It's a Near Perfect Adaptation,10.0
"The plot progresses quickly, and the camera and picture are also great. I have seen the Chinese version of the TV series before. Its plot is loyal to the original book, but I obviously feel that the story is redundant and the picture presentation is slightly poor. This one gives me a new feeling. The narrative method is very attractive to me, and the picture is also very good.I really like the arrangement of the characters and the way of cross-narration between different timelines and different characters. The science fiction scenes are great and the plot is tight. I like the cosmic flashing and human computer scenes in it very much, really awesome!",IMDB,Excellent show! I really love its adaptation,10.0
"Fantastic adaptation. It deviates A LOT from the book in the beginning for the sake of a better western acceptance, but it does succeed in making the swapped characters entertaining, relatable and even exciting. The best part is you don't really need to read the books to enjoy the show, and though it introduces a few physics concepts, it doesn't unnecessarily complicate them and is easy to understand even if you're not familiar with the science in this sci fi. I'm excited to see what they do with the more action filled parts of the novel waiting to be adapted. Pleas pleas Netflix don't listen to the haters and just renew it!",IMDB,Incredible if not a perfect adaptation!!,10.0
"A piece of garbage. Four episodes featuring improbable video games made with a $30 graphics engine, personal telenovelas, and the official declaration that the new enemy to denigrate is the Chinese. Episodes 5 and 6 are not bad, but then it falls into oblivion. Stereotyped characters, clichéd lines, questionable acting, and clichés everywhere. The good, the bad, the ugly, the professional.The story itself could be interesting, with some novel aspects, but the format is indecent. Entire episodes focus on the characters' family affairs, reminiscent of Friends. If you don't have the budget, don't attempt science fiction. Eight hours wasted, with only three or four interesting moments. Too few for seven hours.BTW a lot of smoking people. Young smoking peopole, not only the bad guy...",IMDB,7 hours wasted waiting for something,1.0
"I haven't read the books, but I'm thoroughly enjoying the story so far. It's refreshing to discover something Chinese with such a gripping and fast-paced plot, especially since they're often slow and clichéd, like a B movie. This feels truly original. I haven't found any parts of the show boring; it's one mystery after another, keeping you hooked. While it might not reach the same heights as 'Game of Thrones' or 'Westworld,' it's definitely worth watching. The first two episodes vividly depict the horrors of Chinese history and the fervor of Maoist nationalism. With the current situation in Hong Kong, all the hostilities directed towards the West or Japan and a director from the region, this TV show could serve as a cautionary tale against history repeating itself in China, adding an extra layer of dread alongside the alien elements.",IMDB,"Finally, a captivating science fiction piece from China",9.0
"The first episodes are somewhat surrealistic, but the excitement picks up considerably towards the end. This is well-crafted and entertaining. They have also taken the trouble to explain a somewhat ""plausible"" science behind it all. However, some of the characters seem a bit like superheroes or cartoon characters, which detracts a bit, while others are much more believable. A bit of deduction for casting and character development regarding these cartoonish figures. You have to accept significant logical plot holes. We're talking about a highly intelligent race that sees us as primitive liars and insects, yet they bother to warn us and communicate with us, despite being able to study everything without revealing themselves. It's a major logical flaw that must be accepted, as there wouldn't be a story otherwise. Regardless, it is well made and exciting and can be recommended.",IMDB,Well made and entertaining,8.0
"Why hasn't this been advertised more!? I loved it. The first half of series one was so good I sadly had to peel myself away from the sofa, go to bed and watch the other half the next day.The plot was clever, makes you guess at what's really going on with pleasant surprises.Some characters I wondered their purpose - but it becomes clear with individual storylines throughout.Also enjoyed the different genres, historical, political, AI, space etc. Switching it up really made things stay fresh.Really recommend - even if you can't understand the complete science of it all - anyone can understand that it's all possible with an open mind.",IMDB,Hooked,8.0
"I have no idea this story was based on a trilogy of books until I started watching it.This show was stunning. The events are displayed with proper emotion and impact, and some of the scenes are likely going to become cinematographic icons in the upcoming years.The ideas are really original and the world building is top notch.The acting was pretty good with perhaps the exception of two characters, which felt a little bland in a couple of scenes.The scenes that happened in the past felt very real and acting was really top notch there.I can't not wait for season two to see how the end of the story unfolds!",IMDB,Probably the most exciting sci-fi story of recent years,9.0
"Best of the TV services of Netflix so far!I have read the original novel years ago and it was mind blowing! This Netflix series won't be able to create the immersive vibe the book provided.This Netflix version mostly focused on the Oxford 5 which are created by the script writers that not in the original book, which is fine. But the problem is the script writers lack of talent to create the tense that the whole human species were under threat and the urge to find a solution to save us from extermination.8 episodes are too short. Can't wait for the 2 season! Hope the 2 season can have more from the original book.",IMDB,Best of the TV services of Netflix so far!,10.0
"I want to first state that I have not read the books, but have heard great things about them from others who have. Therefore, I was pretty excited to start this series. I am not sure how much was adapted from the book or how true the series is to the original. But I sincerely hope the books are a lot better than this.To start, this show is unpredictable, but not in the good way. More in like a ""there's no way this really stupid or random thing is going to happen, that would make no sense at all"" - but then it does happen, way. I will not spoil anything, but the ship scene comes to mind. This was an incredibly dumb and horrific event that had absolutely no reason to it. There are about 6000 other ways that the ship scenario could have been handled better and more realistically. Like I truly cannot put into to words how little sense went into that decision making. There are also various other scenes where characters make choices that are so random or outside of their ideals. This makes it hard to care about any of the characters, because none of them actually have true values or conflicts. There is only one character worth rooting for, but they are the one with the shortest amount of screen time.That's another issue I had, the characters and acting are just so bad. They add a bunch of forced scenes where the characters sit and have ""deep"" talks with each other, but it ends up being so boring and forced. In reality we learn so little about each of the main characters. The most I can say about them is: there's one who knows absolutely everything about physics, there's one who is pessimistic and just wants the world to die off, the rich finance one, and there's the Mexican one (I say that because that is literally the only information the show constantly throws at us about her).Overall the show follows no logic, is extremely underwhelming, and very rushed.",IMDB,Unpredictable in the worst way.,2.0
"At first I was scared, but now that I saw all the episodes, I can safely say that Three Body Problem by Netflix is a pretty good show. Of course it's not as good and subtle as the books, but yeah of course, it's an adaptation, things need to be changed for to work as a TV show.A lot of people think that the Tencent show is far more better but I strongly disagree. I watched all the 30 episodes of it and it was horribly passed, I had the force myself to finish it. This new Netflix show is better in a lot of ways and he's absolutely a must-watch for the fans and non fans of Three Body Problem. I even hope they'll do a season 2 !",IMDB,"As a fan of the books, it's a really good show",9.0
"This show is great sci-fi, good pace, and they did a good job of summarizing the very detailed character-development in the first book. The Chinese adaptation was too long with over-dramatic characters for the global audience to connect with but this one is good and I'm already hopeful for the second season. The production is of high quality and it's a good team, the producers also have shown before that they are great at adapting great source materials and books (when they exist!). Unfortunately a lot of people are just hating this show because of being still mad at the producers or some people expected this to be super-faithful to the books (which would've resulted in 30 hours of boring TV for just the first book like the Tencent version)...",IMDB,Yesss. Everything I hoped for and more!!,10.0
"It's just sad to witness low star ratings ""driven by unfinished agendas from angry fans of another TV series"" tarnishing the good reputation of this ""3-Body Problem"" TV series, especially when those viewers haven't even watched the show. Baseless negativity stemming from grievances towards the show-runners from a previous series is simply unjustifiable.Let's set the record straight: this TV series is monumental and impressive from every angle. And just to be clear ""Adapting"" a novel to the screen entails capturing its essence of the novel rather than replicating every detail. Much like ""Game of Thrones,"" ""The 3-Body Problem"" starts off slowly and gradually, but patience is rewarded. By episode three, you'll be completely hooked.Time will reveal the true worth of this series, and genuine positive ratings will eventually overshadow the unfair, blind judgments driven by grudges from disgruntled ""Game of Thrones"" fans. ""The 3-Body Problem"" deserves to be judged on its own merits.Let's honor the creativity and dedication behind this remarkable adaptation, rather than allowing unfounded biases to overshadow its brilliance. Give ""The 3-Body Problem"" a chance-it's worthy of celebration.",IMDB,Unfair Ratings Mask a Masterpiece,10.0
"3BP is a really riveting story, with action, adventure, and twists that are sure to entertain and delight. Know everything and nothing all at once. I'm super critical of storylines. Wether I like it or not I usually find story breaking holes in plots and flaws in characters, sets ect that ruin my suspension of disbelief. It really is quite a seamless story dripping in complexity. The cinematography is amazing, and the storytelling superb.It just consumes your mind, I mean it's engaging. Storytelling is like you have to solve the puzzle of what's happening in the story to understand the meaning behind it, and hell yeah it has deep meanings related to Science vs. Beliefs, etc etc.",IMDB,Spectrum of feelings,9.0
"I have not read the novel and I dived in the show with no preconceptions. Well, I was disappointed quite rapidly as the some of the elements of the story killed the interest I had for the show.So the Chinese had their own SETI project, that's fine. Then we see that Ye Wenjie makes contact with an alien being. I will pass on the fact that being able to decode a alien signal and translate it into a human language is done in a very short time (hours? Mins?). That was my first hic.Vera Ye's death is mysterious and her mother tells Jin that Vera did a very unusual thing before her death which was playing a VR game using a wireless helmet. Jin and Jack supposedly highly educated and smart people act, surprisingly, in the dumbest possible way. Instead trying to find out the origins of the helmet and its technology they are oblivious to all the warning they use it! Auggie tells them ""We don't have this technology"", ""that thing is hacking into your brain"" and THEY KEEP PLAYING WITH DAMN HELMET? Seriously! Now the sequence where Auggie uses the helmet for the first time in Episode 3 is supposed to convince us that the characters act in a sane and rational way. Well they do, except Jin and Jack but let's say the helmet may have turned them into addicts of the game. The others however, just let it go and leave the helmet with Jin and jack instead to studying as it seems to be one of the key elements of the puzzle.All those scientist mysteriouly dying or murdered aroung the world and only one guy is investigating the case? When you think that somebody is making the sky blink using morse code you put all the ressources you have on it!The show clumsily tries to get our attention on the game and its mysteries then on the Aliens. But It's hard to go past the ridiculous parts of the plot.To finish the idea of making the sky blink (they say universe in the show which is laughable). Does not make any sense for so many reasons that it would be too long to explain here. Let's just say that the stars we see are just a tiny portion of what our Galaxy. At least we know that the sky did not actually blink but they just point it out and do absolutely nothing about it.",IMDB,"They actually think we, the viewers are gullible imbeciles.",1.0
"I understand if you don't like the variation from the source material, but I judge shows purely on how they exist as a show. As a TV show, 3 Body Problem is pretty good. I don't know that it will rise to the heights of Game Of Thrones, but Dan, Dave and Alexander managed to take complicated source material and adapt it into a pretty accessible show that's meant to appeal to everyone. Do they piss off alot of hardcore fanboys in process? Yes. But that may be a risk worth taking. Terrific stuff. Just digestible enough, intriguing plot lines, compelling characters and brilliant acting performances. Hope people give this one a shot - I binged it in a single night.",IMDB,One of the best sci-fi shows ever!,10.0
"As a fan from China, I have read the original work and watched the Chinese version of the TV series. But I have to admit that Netflix did a better job this time, deeply restoring China's crazy history and the dark side of human nature. The plot is more reasonable and smooth after the adaptation, and the special effects are amazing. The performances of the characters are very wonderful, and you can really feel the heavy sense of fate just by looking at their expressions. Netflix has done a good job in exploring global culture and seamlessly integrating American culture. I will give a 10 star for this series.",IMDB,Originally and native masterpiece of human doom,10.0
"It started very well. Ending wasn't that good. It wasn't bad neither, but could have been a lot better in my opinion. I'm giving 8/10 bcs i felt like we should have seen even a little bit of the aliens or whatever they were. To be more exciting or clips of what the future holds. However this is just how i would have preffered. This series is good quality and you can see that it's done by a big budget. Show was at the start GOOD yet a bit messy, until it all started makes sense and really shocks you in a good way tho! I'm looking forward to see season 2. I enjoyed season 1 a lot and watched in ONE DAY..",IMDB,"It started well, the end was not as good",8.0
"I thought this crew did an excellent job translating and visualizing this huge-concept novel for a western audience. While they clearly had to speed things up and short-change some concepts, all the big ones were there, and I thought they did an admirable job of showing us things like the military computer, the creation of a sophon, the Judgement Day scene, etc. Most of which were incredibly important to the plot. I think the changes they made did good work in moving the plot along to keep it all well paced for TV. I REALLY hope they pick this up for a second season, not only am I re-invested in the characters and the story but I really enjoy how they are creating this world - keep it up!",IMDB,Big fat of WOW!!,10.0
"As a massive fan of the books, I thought the adaptation was very well done - the first book is the slowest/weakest in terms of characters, so keeping Shi, creating the Oxford 5, and bringing the Wade character into the start of the story makes a lot of sense. I didn't find the VR storyline that compelling in the book but it's really well executed here and the pacing is a strength given how much exposition has to be covered. Definitely a show that probably works better as a binge watch.Please Don't listen to the haters and give it a go, so Netflix can renew it and believe me, u will all witness even crazier more events !. Recommend to All.",IMDB,Well done D&D and Netflix . U nailed this adaptation!,10.0
"This series has an interesting depth of humanity and personality axes and different dimensions of humanity Illustrated, it is very interesting and educational and fun for people who are interested in physics. It moves you forward with curiosity at the beginning, but it is a bit slow at the end In general, it is a good series, but it has some problems. It is not clear when the second season will come, and the series will leave you in an empty space And it gives a bad ending and the timeline doesn't match in some places But it is fun and has a lot of meaning I suggest you see it. He also makes interesting jokes with God.",IMDB,Interesting and fun,10.0
"3 Body Problem"" presents a challenging yet captivating journey into the depths of science fiction. While the opening episode may feel concept-heavy, the subsequent episodes unfold into a mind-blowing narrative that spans multiple decades and delves into the complexities of time and space. As the first season progresses, it becomes evident that these initial episodes serve as a solid foundation for a much larger and intricately woven story. Ambitious in scope, the series impresses with its rich array of concepts and intricate plotlines, making it an intellectually stimulating experience. Nevertheless, ""3 Body Problem"" stands out as one of the best sci-fi TV shows to date, offering viewers an immersive experience that transcends the boundaries of time and space. While the narrative may pose challenging riddles, it ultimately invites audiences on a thought-provoking journey in search of answers.",IMDB,Shockingly perfect adaptation from Netflix!,10.0
