"Title","Content","Rating"
"Style over substance","Season 2 of The Gilded Age starts with hats. Ladies getting elaborate hats on and admiring themselves in the mirrors. I haven't seen Season 1, so I don't know what it started with, but Season 2 starts with hats. And hats are the stars of the show. Hats and dresses. Sure, there are also actors, some of whom are truly excellent, and storylines, some of which are very intriguing. I have a soft spot for shows like this - the ones that put fictional characters against the backdrop of various moments in history. And I did enjoy The Gilded Age, but in the end I felt like I'd just consumed a whole bunch of empty calories, an elaborate dessert without much substance. 19th century Kardashians scheming obsessively over their 19th century status symbols. Minor characters' stories are much more interesting, but they are minor. The setup created an illusion of depth, alas it was just an illusion.Killer opening sequence music though.",5
"Poor writing ruins the show","I looked forward to escaping into a lush historical drama. This is a disappointment after seeing the first 2 episodes. The writing is so banal and the plot lines so predictable. The acting comes across as wooden because the writing is bad. I hope someone does a show about this period that is smart and compelling. I've read novels about this time period and there is a lot of material if someone had a more interesting perspective.Downton at least kept me going for a couple of seasons (gave up when it became too soap opera-y). This one is dead in the water.",10
"From one monarch to the new","While this is of course cast in the vain of Downton, it is so far an equal in production, cast and characters and an enjoyable and believable period piece. To raise one's nose at the similarities is to miss the point, even the US had and has still a class system. This is an excellent show.",8
"My wish comes true","I was always interested in the Gilded Age and now this serie was made and I love it!I am a fan of costume drama's, and I got the impression that there are reviews here of people who are not a fan of that genre.I am not a fan of horror or fantasy films but I will never leave a review about it, I simply donot watch it.",9
"Very good surprise","I only was expecting to be entertained, by some USA Downton Park Avenue thing I didn't heard of, and boy I was.First of all, great job for the amazingly accurate and beautiful costumes / hair / make-up.Second, thanks for actually placing a colored character in an historically accuratish place, not pretending the world was different that it really was.Third, great cast ! All actors are really good, with a spectacular Cynthia Nixon, and a DAMN HOT, ahem, really nice Harry Richardson whose career will explode, I'm pretty sure of it.It's a good show, ok it's not a mindblowing incredible revelation, but after watching five episodes I'm still very entertained, witch is a hard thing to do.",8
"Pride and Prejudice...","...with a racial component? Look, this is a good series. Plain and simple. I lost the Downton Abbey comparisons about 30 minutes into this show. Really good writing, engaging drama, well acted characters. I am hooked. There are some misses with a few period props but it does not really detract from the stories and plot lines. Hey, the naysayers are entitled but IMO this is a good show. Another reason to not let your HBO subscription lapse.",10
"Lovely","I am loving this show so far! I just hope there is more LGBTQ+ scenes/representations in the coming episodes. The drama is so uniquely good when it comes to the social club of that time period. 10/10.",10
"Brilliantly addictive!","I make a habit of rarely watching series until they are over so that I can binge watch rather than waiting an agonising week to know what happens next! Having done just this with Downtown Abbey, and loved it, I understood at last what everyone had been raving about for so long. Alas, bewitched by Julian Fellowes', I couldn't help watching the first episode of The Gilded Age and I am now agonising, week by miserable week, over what might happen next....I see lots of positive reviews, and many negative, but I LOVE this series.... For its wonderful cast, its stunning costumes and set designs, and of course, Julian Fellows's great storyline. Some like blood and gore and a fever pitch of endless menace with everything graphically visceral. I love the subtlety Julian Fellowes brings to all his storylines. Everything is there, heaven and hell, but in a way that leaves his audience hope, and a much needed hope nowadays that good really will overcome evil in the end. The more of Julian Fellowes on our screens the better!",6
"Soap and dull direction","Plod plod plod.... This is disappointing, none of the actors are being given anything more than stilted soap style direction and the story goals and stories are just not that interesting. Flat. Not keno some of the color blind costumes either!",10
"Better than Breaking Bad","Better than Breaking Bad in creating sympathetic villainous protagonists. The dynamics between the characters and classes are so nuanced and complex. As a history major, it offers a romanticized yet emotionally inspiring portrayal of a pivotal time in American history. Add in the refreshing depiction of a Black elite family who still struggles within the racism of the time, this series truly has it all in terms of social commentary. Not to mention the dialogue that punches and sings with each delivery. This show doesn't need to rely on shock value or dramatic twists that have been trending for past shows like Game of Thrones, Breaking Bad, The Last of Us, Arcane. It builds itself on the foundation of character and relationships.",5
"Feels inauthentic","Bad casting, bad acting, bad dialogue, fake scenery.I will continue to watch because I'm a great fan of Edith Wharton and Henry James, oh, and Downton Abbey, which this can't touch. Julian Fellowes is completely out of his depth but can't be blamed for the casting, scenery, and acting.I gave it a 5 star rating. Maybe I will be able to adjust it as this is based on episode 1 alone. I don't have much hope for this effort.",8
"Not great","Not great, but interesting enough. A well done, visually appealing period piece about the richie rich in New York, late 1800s. The daughters from these American families are the women that went to England to marry into the upper crust. That's the only way those elaborate British estates were able to survive as long as they did.",10
"Julian Fellows is a MAESTRO!!!!","EXTRAORDINARY DETAIL! Julian fellows is a Maestro that has harnessed the talent of so many people in every single detail of this series!!!! I can say I'm not surprised, but this series is nothing short of spectacular and more breathtaking in each episode !I'm seriously watching thinking how lucky we are to watch this time in history as if we are right there. The detail is really everything! I watch ALL of the extras after the episode etc. I just can't get enough!!!! BRAVO to the ENTIRE TALENTED CAST AND CREW!!!!",10
"Wonderful series","This is a wonderful series, much better than Bridgerton or Downton Abbey. Well cast, wonderfully acted, amazing costumes, photography and directing. Great plot as well.All in all, a series not to be missed.",8
"A Guilty Pleasure","My wife is typically the one to enjoy historical dramas. But this one is really well done. So nice they were able to film at actual period specific locations, it makes for great scenery.Terrific casting, too. There's no weak link and they've gone to great lengths to make sure each storyline can be supported.Too bad production was slowed by covid. They could be up to season 3 or 4 by now. Good show, highly recommended.",9
"Great show for historic drama lovers","I really like this tv series. Some other commenters seem to be disappointed that it is not an ""American Downton Abbey"", but you really can't expect that, the setting is different, the themes are obviously different, the history era as well. If you want Downton Abbey go watch Downton Abbey.Others mention that it is woke. Really? There is one black side character and one homosexual man. Sorry to break it to you, but in NYC, there lived tens of thousands (if not more) black Americans at that time and you can bet even homosexuals. These themes are not forced on the audience, they are tastefully and with respect to every side incorporated in the plot. I also like that the black character is portrayed in not a classic stereotypical way (black=poor and suffering), that's really refreshing and also factually right). Also, in Downton Abbey there we have a homosexual man too. You didn't mind him there?Others mention dullness or ""wooden"" acting. Well at that time people weren't so overly enthusiasthic about everything like Americans are now. I definitely didn't find the plot dull (I've seen 4 episodes now), though the plots and subplots are developing rather slowly I must admit. But I really don't mind it.I always watch an original HBO podcast on Youtube regarding each particular episode, where historic background is discussed and creators of the show chip in too. It's obvious the tv series is well researched and a lot of effort went into making of the show.",9
"Looking forward to season 2","I really enjoyed the story line, the differing perspectives and character progression, amazing wardrobe, and the amount of whit and charm... looking forward to season 2! Can't wait to see what's in store next!",7
"Gonna give it another Ep then decide..","Sort of liked it..Its a good cast and lovely to see so many Broadway Actors popping up..Though im not sure about some of the dialogue..and im definitely not sure how historically correct it is or is actually meant to be..
Some of the location CGI is a bit suspect.. and everything looks brand spanking new..Hardly any dust or dirt anywhere..But i can live with that..Costumes and interior sets look nice..But It just sort of feels like an episode of Downton.. but some years earlier..I am gonna give it another ep and then decide whether i shall continue watching it.",8
"Julian Fellowes ... Need I say more?","I started following ANYTHING written or starring Julian Fellowes after falling in love with MONARCH OF THE GLEN.The Gilded Age has similar feel to Downton Abbey with the weaving of Upstairs and Downstairs of the Rich in the Mansions of Manhattan. NOT A BAD COMPLIMENT to be compared to Downton.I had NO IDEA there were these Mansions in Manhattan!! After touring the Newport Mansions 3 years ago, the grandeur of how these people lived is quite amazing.Like following your favourite book author, I will continue to watch all things Fellowes.We really get to know each Character in The Gilded Age.I LOVED Mr and Mrs Russell ! Carrie Coon was perfect with her not so subtle ways to get what she wanted. I'm glad that they made Mr Russell a likeable Villain climbing the Money Ladder in NYC.Christine Baranski and Cynthia Nixon are a fun to watch team of Sisters whose main purpose in life is avoiding scandal for themselves and their niece Marian. Christine is such a fabulous Snob.The Ep 9 Finale really makes us want to see how Peggy's SHOCKING story goes for Season 2 !! I'm sure Marian will be there for her new Friend.Looking forward to Season 2.",10
"Horses for courses, fine for what it is. An unexciting make-do","I wasn't a fan of Downton Abbey, but I could not have been because I never watched it. I did so for about ten minutes and decided it wasn't really my bag. So what am I doing watching The Gilded Age, which is pretty much Downton Abbey in refined Noo York?Well, I don't really know. Rather like Downton (and all soap operas and toffee) there is a certain moreish quality to it so that the impulse to gawk at something else is postponed for just another five minutes for no very good reason that comes to mind. And then the next five minutes. And then . . .As this is produced by HBO, the production values are very high. Acting and direction are OK, dialogue functional, plot uninspired, future plot twists pretty much predicable, so for many folk what is there not to like?Those exquisite sets (and the costumes) are, frankly, just a little too perfect and remind you of nothing else but a very expensive film set. But I should imagine staunch and loyal Downton fans who are only too happy for Downton Rides Again won't object.For a city in which, in the late 1870s/80s everyone who was anyone, i.e. The folk The Gilded Age is about, travelled by horse-drawn hansom cab, conditions are remarkably - I'll stress the 'remarkably' as I am remarking on - clean not to say spotless. Not a hint of horse droppings anywhere.That is surprising because the amount of horse muck in the streets was a prime concern for big cities from London and Paris to, well, New York. They feared the might drown in it.But then Downton folk don't want realism: they want Downton Rides Again. I'll probably carry on watching because my hunt, underway since I finished watching all four seasons of Succession, for the second time for an evening streaming watch has so far proved unproductive. And for what it is, The Gilded Age is fine. For what it is.",6
"Unlikeable characters","I know this drama is of it's age but it is a sad window into a time and place which it would appear was driven by greed and superficial values. It lacks the charm and soul which I feel are a requirement for this genre.",1
"Wasted writing & acting tslents","The first season was interesting. I was hoping for more with the release of the second season, but the first episode was too dry and stilted. The acting was a waste because of the writing. The beginning of Downtown Abbey was the same time period. The parallel ends there. Too many viewers watched DA, and somehow expected the warmth of the families and household staffs, but there was none. The costumes, hair styles and sets are lavish, having filmed in locations from the period. Christine Baranski throws her lines with her great talent for zingers. Cynthia Nixon is miscast as CB's sister. Nathan Lane isn't great as a southerner moneyed character. He's meant to play comedy and is foppish.It's just okay.",9
"High society, new rich and plutocracy","Summary 2The Golden Age is a great fresco, realistic and at times harsh, of New York high society in the last fifth of the 19th century, with a wealthy aristocracy without titles of nobility, but with strict codes of belonging (and exclusion) and linked to a clearly plutocratic political class and the new rich who aspire to be part of it and influence the latter.Review:After losing her father, young Marian Brook (Louisa Jacobson) is taken in by her New York socialite aunts, widowed Agnes van Rhijn (Christine Baranski) and her sister Ada Brook (Cynthia Nixon), and begins to interact with that social environment.The Golden Age is a great fresco of the New York high society of the last fifth of the 19th century, with a wealthy aristocracy without titles of nobility, but with strict codes of belonging (and exclusion) and linked to a clearly plutocratic policy and the nouveaux riches, who aspire to be part of it and influence the second.The Brook aunts are part of the first group, while the new (and very) rich are represented by married couple Bertha and George Russell (Carrie Coon and Morgan Spector) and their two marriageable children. Bertha is obsessed with being accepted by that high society and being part of it, while George (representing modern capitalism in the making) sees it as a target to do business with its members and the government.Marian is a critical observer of both groups as she becomes more involved with them. And she is joined by Peggy Scott (Denée Benton), a young African-American woman who starts working as a secretary for Aunt Agnes and who proposes a career as a writer. This character allows us to introduce a very nuanced and unschematic view of the reality of the group to which she belongs at that time (far from the forced anachronisms of Bridgerton). On the other hand, the series looks at the life of the large servants of the aunts and the Russells. As we can see, The Golden Age is focused above all on a female universe of empowered characters according to the social canons of the time.The co-writer and co-producer of the series is writer Julian Fellowes, who also wrote the screenplays for the Gosford Park movie and the Downton Abbey series. But it is not entirely correct to affirm (as it is done) that The Golden Age is a New York version of the latter, since they clearly differ in their tone and scope: while the British series tends to melodrama and takes place in a generally isolated scenario, the second is clearly more realistic and less indulgent with its characters, takes place in an urban environment and looks decidedly at politics. His look at social conventions and rise and the corruption of the American plutocracy is quite harsh. At the same time, it is interesting to note how certain characters are not necessarily a sampler of all their social prejudices, but instead harbor a surprisingly more modern view of some of them.Among the large and very good cast gathered, all the protagonists must stand out: the sweet and at the same time determined Marian Brook of Louisa Jacobson, the ambitious Bertha Russell of the infallible Carrie Coon, the acid Aunt Agnes of Christine Baranski, the also sweet Aunt Ada by Cynthia Nixon, the sober and implacable George Russell by Morgan Spector and the personal Peggy Scott by Denée Benton.As expected, the period reconstruction is remarkable and the production display is lavish and certain dialogues are collectible. Some characters live in real palaces and the women wear huge hats and inconceivable dresses, with tons of fabric.",8
"Charming and visually stunning","I wasn't sure I was going to like this, I've never been into period dramas, but I really enjoyed the first season. It's a visually spectacular, well-written take on New York in the 1880s. Very much focused on society, and it can be superficial at times, but it has a genuinely good heart and intriguing characters that you really root for. It made me decide to watch Downton Abbey.",9
"Slow burner","Started really quite slowly but it gradually grew on me and I found myself involved with many characters...now fully immersed and looking forward to more.",8
"Despite everything, I gotta admit, I enjoyed the first 2 episodes","The show has many flaws, indeed. Many actors are not great at all and they lack depth. The writing script is poor and not well-thought as well. But I still found it entertaining in its shallowness childishness. So yeah, 8 it is.",9
"Downtown Abbey American","A masterpiece after Downton Abbey , American version of the most prosperous society ever , seen in great detail by the amazing producer and Writer Julian Fellowes.",10
"Enjoyable watch","I really enjoyed watching this. The acting was great with believable characters and good storylines. I found it a comfort to watch in difficult times.",6
"Upstairs, Downstairs and Downton Abbey, a cast of 1000s ... plus the kitchen sink","Two episodes so early days yet but...There have been entirely too many characters introduced at this point and I expect more to come. Love the casting of Christine Baranski (always watchable), Cynthia Nixon (excellent), Denee' Benton (talented and charismatic) and Harry Richardson (relatively unknown to US audiences but very appealing in this role). Also, the costumes and architecture, the introduction of such historical figures as Stanford White, the Astors, etc. Are refreshing.However, the mediocre performance of a very pretty young actress in a key role was so jarring, it led me to look up her previous (very light) experience. Now I like an iconic and gifted actor as much or more than the next person but that the gift has been passed down to the next generation is is not yet evident in this case. But it does explain the casting decision.Will be happy to update if additional episodes prove me wrong.",10
"Lavish, lush and lingering...","Having watched the finale (don't worry, there will be no spoilers here) I found myself wanting more, watching all the while not wondering when it would end but hoping it wouldn't. This viewing experience has been consistent throughout the entire season. The sets, costumes, dialogue,... all of it is sumptuous and luxurious in all the right ways. Take the creators of Downton Abbey and add some of the best ingredients of The Good Fight, the finest Meryl Streep has to offer (I'm sure she would agree) and the result is not gilded but golden entertainment.",7
"Old Money vs New Money","This show has a good way of expressing the livelihood of the wealthy, rich elite from NYC a century ago. The Russells is a nice touch of big new money making a splash. Ms. Brook nice character to play neutral, open-minded niece to Ms. Van Rhijn old money. Has potential, shows need some time to really seize their identity. Hope the show just evolves slightly obviously as time passes but I would give S-2 a shot if Season 1 ends well.",5
"I'm Trying...","...To give this a chance. The first episode wasn't too bad, but it's getting hard to swallow after the second. As much as I ADORE period pieces, this comes across as too fake/stagey. Absolutely everything is immaculately clean, even the streets. A middle schooler could tell you how filthy the times were. Even the exterior of the ""old"" homes look like a Sesame Street set. It's disappointing that the main character lacks the necessary charm or believability required to carry the story (are we sure she's Meryl Streep's daughter?!) and it seems the show's intent was to deliver painfully wooden and anachronistic dialogue by all actors (good or otherwise). I'm honestly exhausted by the incessant conversations revolving around social status (and how things are changing!), the boring plot around the robber baron, and the bickering attitude from the main girl. Most characters are unlikable and their dramatic motives remain mysterious (I have to assume we'll eventually start learning why these people are hideous). It seems we are to sympathize with the greedy Russell's, which I most certainly do not. And while I normally like Carrie Coon, she's too heavy handed in this. In fact, many actors seem a bit miscast. (Can we PLEASE bring back the Downton Abbey serving staff?! This group is terrible). Thankfully, Baranski naturally steals her scenes and evokes a beloved Maggie Smith. For a satisfying period piece, watch ""The Age of Innocence""... I plan to in the hopes of erasing this attempt from memory.",8
"Wonderful Show","Season 1 - July 11, 202210 ⭐sI loved it! It has been a long time since I enjoyed myself this much watching a TV show. The Gilded Aged might not be historically accurate but it was amazing. The costumes were to die for. The cast was incredible-well except for Maryl Streep's daughter, she was the weakest link in the casting, honestly, I don't understand why they keep insisting on her daughters they are all mediocre. I can't wait for season 2.",8
"Not just a Downton-rehash","I have to admit that the first episode left me wondering if this was just Downton Abbey swept away from England and dumped in New York circa 1880. The whole upstairs/downstairs dynamic and the trivialities of upper class life almost made it seem like they tried to copy everything from Downton to the letter.But furtheron, the story takes off and stands in its own right. The actors are enigmatic to a fault, and the scenery and backdrop-elements are wonderful. Its a really good show for anyone with a fondness for historical dramas. I really have my fingers crossed for another season to follow .",9
"Beautiful and entertaining","I hated Downton Abbey, but I love this! It's less twee. Maybe due to the fact that it's set in America and I can suspend disbelief more easily because it's not my home country.I reckon some of the bad reviewers didn't watch more episodes than a certain passionate kiss and the topless lady in the next episode, but it seems that after those 2 episodes they decided to be less risqué and if you give it a chance you will like it... or maybe some of the negative reviewers are sympathisers with Mrs Van Rijn's maid...My only criticism is that some of the scenes look like cut scenes from Railway Tycoon games. How hard would it be to film a real train? They do exists. I get why Startrek uses CGI, but it's a bit much for a period piece. The colour saturation is very strange too. Heightened reds and blues. I watched it on a couple of different devices because I thought it was my screen, but no it's an editing choice.I'm keen for season 3 which I hear has been given the go-ahead.",10
"Rough start, but so good now!","I really love this show. The first season was a bit bumpy. I think there were some complexities of some of the characters they were trying to point out that would be there more subtly later on adding an interesting layer to the storyline. I usually go back and rewatch early episodes once I'm attached to characters later in series and usually find them to be better. Not so in this case, they were still a bit rocky. But that said, this show is very much worth watching, especially if you enjoyed Dowton or watching an exquisite cast doing an amazing job.The scenery and costumes will draw you in to another time.",9
"Historical ""porn"" at its best","Imagine if Henry James wrote for the adult film industry. That's ""The Gilded Age.""Or, imagine if Julian Fellowes pitched a miniseries to the company formerly known as HBO. (It's sex in the city but in the gay 90s....?)Come for t h e excruciating dialogue; stay for t h e clunky social messaging. It's the spoonful of sugar that yada yada. (Even these actors can't make it sound like these lines didn't devolve from some steampunkromance chatgpt.)Yet. Soap opera has never been so sumptuous. Camp has never been so fin d'siecle. Up/downstairs has never been more dreamily reinterpreted for an ""american"" audience. PBS who?",8
"Well Written","No this is not a clone of Downton Abbey. Why would it be when it is a different country and different culture and different time period? It is a well portrayed story about the newly wealthy wanting to enter New York society and being met with resistance. I found no character in this that is supposed to be Violet. There are several strong minded opinionated women in this, but none of them are similar to Violet. Nor were they intended to be. Nor is the music is the same as Downton Abbey music as one person complained. Nothing like it at all. Nor is it ""woke"" because one of the main characters is a young Black woman. Yes she faced prejudice as any Black person would have in that time period, but that was not the focus of her story. Nor was Mrs. Russell like Alva Vanderbilt. This woman actually loved her daughter and saw her as more than a possession and a rung to climb in society as I have read about Alva Vanderbilt. Alva Vanderbilt wanted no less an English Duke for her daughter and she got one even though her daughter had been in love with an American man with a good reputation in New York Society. Mrs. Russell only wanted someone for her daughter who was more than a fortune hunter, although, yes, she did want her to marry well. Although Mrs. Russell could be fooled by a fortune hunter thinking he was more than that because of his high position in New York society; her husband is not weak, the way Alva's was. He is very savvy, he would never allow their daughter to be forced into an unhappy marriage. Plus, there was no indication Mrs. Russell wanted her daughter to enter English society. If people watched more than the first three episodes where the story was being set up, they would have realized that.",6
"Amazing","This was such an amazing show, and I can't wait for season 2! The characters were interesting and I even enjoyed watching the 'bad people' and their scenes. Definitely a recommendation!",10
"A disappointment","After lovable Downton Abbey carachters these Guilded Age types seem quite uninteresting and not very likeable. I also wonder the Disney style wardrobe of all women. Was it really like that in US in the end of the 19th century? It may be that after the first season I'll have to try to find another perod dama to follow. Pity, that there are only a few of them.",6
"Another Gem from Julian Fellows","I waited until the season was done before offering my rating. Not since the early seasons of 'Upstairs, Downstairs' have I enjoyed such a lavish example of days gone by. Just enough fiction with the facts of the times to keep things moving. Now that we have them all a season rewatch is in order. This gap until season 2 shows up would be great time for the 2nd half of 'The Nevers'.",2
"Disappointing compared to Downton Abbey","The acting, writing, and costuming are dramatically below DA. The costuming is almost comedic, to the point where it makes the characters unbelievable. The two aunts are the only actresses of significant notoriety, and they are not remotely keeping up with their salary. I would not go with a 3, like the last reviewer, but the average rating of 8 is not believable.",10
"Slow, Tired & Dreary Plus Terrible Acting by One","The 1st episode was filled with gorgeous costumes, beautiful sets and terrible acting. Not terrible acting by all but I'm confused by the choice of Carrie Coon and I'm not sure what is happening there, it's like watching my son play the tuba at his first school recital. Cringe worthy but I love him and he was 10 years old. There is not so much to forgive while watching scene after scene of Coon swooshing her skirt to and fro while she uses her best Elizabeth Holmes (Theranos founder) voice impersonation to deliver a high school level summer-theater performance. Cynthia Nixon, Christine Baranski, and Denée Benton are fantastic. As for the rollout of episode 2 tonight I can only hope The performances get better as we move forward.",6
"What You'd Expect From Julian Fellowes","All Julian Fellows TV series have a similarity, but I expect it and I like it! Per usual, there is a lot of attention to detail; and nothing feels unauthentic to the period. While the plot is simple, the dialogue and character moments make each episode utterly enjoyable.",9
"Love it","We just started watching the series and are really enjoying it. Only four left and I'm already dreading the end. Is this a one time show or will it be back? We loved Downton and hope that this is the next new series we can count on for awhile.",9
"Loved it thoroughly, waiting for season 2","What a splendid show! Enjoyed the witty dialogue, old vs new rivalry, nuanced writing and great acting at display. Weakness for period fashion caused me to pause and admire the costumes quite frequently.Despite their obvious flaws the Russell couple are a delight and you end up rooting for them. Similarly in spite of her obvious snob, Aunt Agnes is likeable and makes us relate with her somehow.After their cold nod to each other at the ball, stage is set for Mrs Russell and aunt Agnes to interact /clash next season.",10
"Horribly Downton Abbeyish","This is Downton Abbey all over again. The music, the big house, the kitchen, the butler, EVERYTHING.I was so disappointed in this.Why would I want to eat an old reheated dish?",9
"Gilded Excellence - S01 Review","Set in New York in the 1800s, there was so much (and then some) to admire and appreciate in ""The Gilded Age"". It was an interesting season one, rife with 'underdog story' elements.Plenty of politics, power play, 'old money, new money' themes, racial discrimination (post-Emancipation), and fortune-focused matchmaking were written aptly into the script. More than a few characters were earnestly contending to make their mark in America's 'gilded age' of industry and progress, adding to the immersive quality of this series.Directors Michael Engler and Salli Richardson-Whitfield did exceptional work bringing this era to life. It was written superbly by Sonja Warfield and Julian Fellowes (also show creator) - such seamless pacing, such diligent detailing.Harry Gregson-Williams and Rupert Gregson-Williams' musical scoring was stunning, especially in the way they managed to capture the feel and flair of the times.Lula Carvalho, Manuel Billeter, and Vanja Cernjul's cinematography had such a sharp eye for detail that one could get easily lost in this world. Great work all round by those who worked on editing, sound effects, and art direction.Special shout-out to the production design, set decoration, and hair-makeup crews, who did brilliant painstaking work on ""The Gilded Age"". Kasia Walicka-Maimone's costume design deserves more than mere appreciation, it was well and truly award-worthy.Being a huge fan of Meryl Streep, I cannot broach the topic of cast without first remarking on Louisa Jacobson's performance as Marian Brook. She is truly her mother's daughter. Her nuanced and subtle approach made me feel as though I was watching one of Meryl's early movies. Watching Louisa was equal parts nostalgic and captivating.Ada Brook, played by Cynthia Nixon, was amazing - she never disappoints. Agnes Van Rhijn, played by Christine Baranski, was stellar - she has an enviable tendency to steal the spotlight. Bertha Russell, played by Carrie Coon, was outstanding.Jack Treacher, played by Ben Ahlers, was quite good. George Russell, played by Morgan Spector, was great. Larry Russell, played by Harry Richardson, was quite good. Gladys Russell, played by Taissa Farmiga, was notable. Oscar Van Rhijn, played by Blake Ritson was amazing. Tom Raikes, played by Thomas Cocquerel, was good. Peggy Scott, played by Denée Benton, was great.Turner, played by Kelley Curran, was remarkable. Mamie Fish, played by Ashlie Atkinson, was memorable. Dorothy Scott, played by Audra McDonald, was quite good. Arthur Scott, played by John Douglas Thompson, was good. Watson, played by Michael Cerveris, was intriguing. Church, played by Jack Gilpin, was notable. Baudin, played by Douglas Sills, was memorable. Ward McAllister, played by Nathan Lane, was an astoundingly amazing surprise.All other cast and crew did notable work in ""The Gilded Age"".HBO's ""The Gilded Age"", also streaming on Hulu, was a revelation in more ways than one. It captured nuanced performances, displayed ornate era-centric costumes, settings, and sundry paraphernalia, and portrayed various shades of human nature.Season 1 ""The Gilded Age"" was supremely entertaining and engaging. The scripting was opulent, and the performances were spectacular. I'm sure it will appeal not only to fans of period-piece storytelling but to most viewers who like detailed character-driven plots.Being an impassioned fan of ""Downton Abbey"", I must regardless admit that the brilliant series has found a worthy contender to its crown in this one. ""The Gilded Age"" Season 2, where are you?",10
"Great Storyline, Cast & Overall Show!","My wife and I truly enjoy this show. The storyline builds & keeps us coming back! Mrs. Russell's obsession with being accepted as part of the upper echelon of society, is bothersome, but her tenacity keeps her character exciting. We are looking fwd to season 2!",10
"Downton in NYC!","I'm a huge Downton Abbey fan and I miss it so. This is such a treat! It's totally Downton, but it stands out on its own, but takes place in America and at an even earlier era. Great acting all around and I love the story lines, sets and costumes. I simply love it!",7
"Irritated by Issues with the Costumes. Otherwise...","The bodices of many of the women's costumes have construction issues-at first I thought one of the actresses had lost a breast to breast cancer, then realized it was just bad bodice construction and many of the other actresses' costumes had the same issues! If it weren't for that distraction, I'd have given it 8 stars.The cast is great, most of the scenes are shot beautifully-a couple of the outdoor street scenes seem to have been rushed, or maybe they didn't notice the lighting issues-the sets are incredible, and the costumes, and hair and make-up are well done... with the exception of the construction issues.However, I only noticed these issues in the third episode, I'm quite enjoying it and I usually don't enjoy American period pieces as much as I do this one. It makes sense, as it's Julian Fellowes, but it's also the great cast who seem to have meshed really well... Here's hoping for a Season Two!",8
"Good old New York...","...as we know it today! It seems nothing has changed except it was honest, raw and direct back then!The lavishness is reminiscent of France as is the weather! New York climate is notoriously extreme - if they could at least have included one day of cold weather perhaps, it would be more realistic and not feel like a set! But despite that, brilliant to watch regardless...",6
"Sound mixer needs a hearing test","I like this show but I am increasingly frustrated by the sound. The background hussle and bustle is important, yes, but not at the expense of dialog. Even the musical score tends to drown out the actors. I found that I kept nudging up the volume only to discover it made matters worse. The rewind button is needed regularly to figure out what is being said.Someone should fire the sound guy, but he probably wouldn't hear you.The outdoor sets are impressive but as must only have a few as they get used and reused over and over. I know these production cost are prohibitive but good CG now is pretty hard to spot.",1
"very bad, bad in extreme levels","HBO is getting poor, every day is a new generic series and BAD plot and writing are as shallow as a tea saucer hammy performances evident anachronism American ""royalty"" has nothing to do with British royalty! It doesn't have the same charm, it doesn't have the same glamour, it doesn't have the same opulence it's just a BAD series with an HBO seal.",9
"Can't wait for season 2","The first episode was iffy but I really wanted to love the show since the time period is so interesting to me so I watched the second and was hooked. The characters are so well developed and the acting is fantastic. I loved the main plot and how all the subplots began to weave together. I do wish they had dedicated more time to some of those... especially to a couple of them that seemed forgotten. Maybe they will play out in season two??? I hope so. Carrie Coon as Bertha Russell is a delight to watch ... a character I both despised and rooted for at the same time. I can't wait for season two!",8
"A little bit of history with a lot of drama!","I like it! It definitely is NOT another Downton Abbey, which is where (I think) a lot of negative reviews came from. It is on HBO as opposed to PBS, which adds some controversial scenes. The costumes and scenery are meticulously marvelous and immediately enticing. The highlighted historical accents (e.g.-the hand and torch of the Statue of Liberty in Madison Square Park) and other little nuggets of the like, immediately drew me in. Of course it's not all factual, but is loosely based on a devoted family man/financier and the wealthy clique of ""old money"" who does not like the idea of modification and the changes it brings. It is a tad soapy, but that's what makes it fun! I'm not trying to change your mind if you've seen one or two episodes and have decided it's not for you, but I feel that any film production should be given a chance (based upon the subject and viewer interests) and decide whether it's worthwhile to them. As for me, I am extremely excited and anticipating the next season!!",8
"Good story line, but the acting....","It is honestly the worst acting that I have ever seen. Where was the director to have some of these people say their lines over again. Out local community theatre could do better.Having said that the story line is okay. You have to suspend disbelief on most stories, and this one is no exception.Would recommend with caution.",8
"Very enjoyable. Just stop comparing to Downton Abbey.","This is a very enjoyable, soap-opera-like drama about the anachronistic ways of different social classes (new money X old money X their service entourage, etc) in NY at the end of the 19th century. It's much more ""Hollywood"" than Downton Abbey, meaning the writing and acting is less refined, but also the pace is fasted and it can be quite fun. I would just take it as the fun story is it, because there are enough twists and turns to keep you immersed until the last chapter. I can't wait for Season 2!",8
"Good show, def worth a watch.","It's funny how this show, which is constantly compaired to Downton Abbey, reflects the difference between upper class in the US and the UK. The tiltle is a perfect metaphore; it's gilded, not golden.",9
"Super fun but not Downton Abbey","Why don't the actors have inflection in their delivery? Downton was better in this respect. Comedic lines landed so much better. It's so hard to see these people
as three dimensional characters. But the scenery and historical references are impressive. 9/10 because you should watch this beautiful series. Deduct 1
Because I don't care about anyone other than Peggy, Oscar and Gladys.",7
