Content,Platform,Title,Rating
"I dont know why I like this show so much, but I do!!! Maybe im getting desperate for a decent show to watch when so much garbage has been pushed out over the last 4 or 5 years.A story about a bunch of sloppy and degenerates pushed out of the corrupted CIA, hated by their peers, but somehow seem to crack some great cases.The biggest degenerate is played by Gary Oldman who's highly intelligent but disgusting! Hahaha... The twist is his friendship with a high powered woman at the top of the CIA.The one actor id like to see replaced is the 'apparent' computer genius.... the man just can't act! Get someone in that part that can really act... it could add so much to the series. Other than that, I really enjoy watching it.",IMDB,I LIKE IT!~,8.0
"This one slipped by us being on Apple TV so when we fell into it and had two Seasons to binge we were ecstatic. Gary Oldman as the scruffy, mercurial and obnoxious disgraced Jackson Lamb, M15 spymaster, absolutely steals an already extraordinarily good show.Its fast moving, intense and and peppered with very British dry one liners mostly delivered by Oldman. The script is excellent and some of the supporting characters odd enough to be entirely plausible and all very convincingly.We get a real feel for the world of old cold war spooks rising to meeting new modern domestic threats in a murky grey underworld beneath our city streets.I see a trailer for Season 3 and I legit cannot wait. I may have to dig out the original source Slough House.",IMDB,Gary Oldman is magnificent,10.0
"I am really enjoying this so far. Spooks thrillers have been done plenty of times before and the sign of a good one is whether you want to get stuck in to the next episode straight away, which I did. A bit far-fetched at times, but this is par for the course, it's an entertainment series, not a documentary so that's fine by me. Gary Oldman and Kristin Scott Thomas are brilliant from the get-go, as you'd expect.",IMDB,Very enjoyable,10.0
"Great stories, great characters and good pace.I haven't been able to stop watching all 3 seasons and glad to know the down and outer scan still come up trumps! Each episode teases a bit more of the story and the character development is classic. You really start to root for them and just want to watch the next episode to find out if you're right!Obviously Gary oldman is absolutely fantastic as the has been / drunk / not bothered / still got it spy. His leadership is horrific but his one liners are pearlers of wisdom!I haven't read the books but I will be now...Shouldn't be missed and can't wait for the next season!",IMDB,Brilliant and witty,9.0
"Gary Oldman is arguably the greatest actor of his generation. He plays the lead character Jackson Lamb, a sloppy, disheveled yet brilliant Spy who heads up Slough House, the place where spy's who've somehow either screwed up or pissed the wrong person up - end up. He's snarky, foul mouthed and witty. Despite his outward appearance of being a seemingly washed up, recycled detective, he's not lost his edge and is incredibly insightful.The story line & writing is brilliant and the show moves along quickly with lots of action, twists and turns. The characters are intriguing; each with plenty of depth and stories of their own.There is good story telling here with an excellent cast.",IMDB,Gary Oldman at his finest!,10.0
"I found this series completely by accident when I got a free three month trial subscription to AppleTV+; which is generally too wokey for me. However, by the time the title credits rolled I was already hooked. The plot revolves around a bunch of misfit spies relegated to Slough House; where incompetent spies are sent to end their days ; for various cock-ups and transgressions. All the characters were well cast but for me there were a few stand out performances. Jack Lowden plays the young ambitious newcomer, River, sent there after being set up, bumbling around trying to prove he's as good a spy as his dad but continually messing it up. Saskia Reeves as the alcoholic administrator who is smarter than she appears is in excellent form whilst Christopher Chung plays the obnoxious tech guy so well I actually wanted to slap him and Freddie Fox looks like he is really enjoying playing his character like a James Bond arch villain. Then there is Gary Oldman's ageing spy, Jackson Lamb, who seeped onto our screens with a fart. His character seems like a run down, seedy, uncouth version of his portrayal of George Smiley, who leads his little group of misfits through two seasons of great spy capers where they prove that they are smarter than we are led to believe, beating MI5 to the punch every time. It was good to see British humour throughout rather than the brash humourless stuff we often have to endure. Well done to all the production team for a well written, well crafted show. I really hope there are more seasons to come.",IMDB,Simply Superb,10.0
"We really enjoyed the premise of the show, a bunch of failed agents relegated to an MI5 dump trying to rescue a kidnapped boy, while being hunted by their own. It has a dark, cringey humour that we found funny, although it went past the line to just cringey and unpleasant sometimes. Unfortunately the ending involved such boneheaded, implausible stupidity (and not in a funny way) on the part of the bad guys, the reject agents and MI5 that it really disrupted the viewing experience. There is also a disjointed subplot about one of the agent's husband that distracted from the main plot and made for a weird ending. This shouldn't put anyone off watching the show, it's original and funny, but just be forewarned not to expect a clever twist or funny reveal.",IMDB,"Great Concept, Stupid Ending",6.0
"But what a show. Can't wait for season 2. It had a bit of comedy mixed in which really added to the drama. Another great ""cop"" show out of the UK...................",IMDB,Episode 1 was a bit slow,8.0
"I like Kristen Scott Thomas( I've watched her in mostly French films) the other actors are ok. I can't judge it much off 2 episodes but it's very Americanized. Do they use the term spies?!? Aren't they agents? That bothered me as well as the part where the guy that plays River just walks into a MI5 headquarter and she asks who he's with"" I'm with you"" MI5 or whatever. Ak. I almost didn't continue after that awful beginning. I don't think they do live simulations at a crowded train station?!? Any ways it's ok and there isn't a lot of new material out there so I'll continue and see if I can get through 10 episodes.",IMDB,So far,6.0
"Color me skeptical. Promising first episode, in any case, with Gary Oldman as the boss from he!!, and some generic young actor as the disgraced lead finding his way back and finding validation and meaning in the cutthroat world of MI5.Episode 04 crashes and burns. In this ep the writer is allowed to feature gay tinder not once but twice--just to make sure it's in your face--and to imagine every white man who isn't a thug or 'dog' can only behave as if he's 5 years old.",IMDB,"Would a ""Jesus, Buddha, Allah walk into a bar..."" joke really cause millenials to walk out of a comedy club?",4.0
"This is, simply put, flawless television.Well developed characters with back stories. Punchy screenwriting. An involving plot that moves at a decent pace.The acting throughout, by the entire cast, is superb. The casting choices are absolutely spot on. Oldman, Reeves and Demri-Burns each, for me, stood out with particularly well observed performances. The budget was obviously available to provide the necessary locations and extras.My only niggle is with the slightly dated, naughties, BBC-esque cinematography giving the show a Sunday night BBC one drama feel.Between this and Ted Lasso Apple TV is worth a month's subscription.",IMDB,Draws you in - excellent spy thriller,9.0
"Interesting start to a series!Great beginning to establish each character!Many may not agree with me but I see this series as like a black comedy! Well mildly putting it, the characters do hilarious things!But the stories are fantastic and edge of your seat!They're not scared to kill off characters! Just like Fame of Thrones, who will be next???Oldman's character, is a right old geeza! He comes in with. Some funny one liners! You just got to love his character!",IMDB,Ha ha...enjoyable,10.0
"The two seasons follow very closely the excellent books by Mick Herron. In addition to keeping his characters guessing, Herron keeps his readers guessing as well. You'll enjoy the intrigues and surprises in seasons 3 and 4. The casting is superb. Once again Gary Oldman completely transforms himself. I didn't realize it was him until the 3rd episode.It's not often that you develop feelings for the characters in espionage stories, but here, despite the unlikable characteristics, they seem more human, realistic, and their vulnerabilities engender a sort of disfunctional affection for the damaged, self-absorbed, unwise slow horses.I look forward to season 3 and 4, hoping they'll eventually do a season for the (currenly) 7 books in the series.",IMDB,Splendid Spy Stuff,9.0
"Well, I must admit, I was a bit skeptical at first, thinking it was just another cliche; however, it is absolutely jaw-dropping. Gary Oldman is one of the greatest actors of all time. I can watch this show for hours, just because Gary Oldman takes part. It is an unpredictable show; while watching I was thinking, ""a'right, it's going to be like that, that's the guy, that's the event."" But stop right there, it's not going to be like that; the story seems like a simple plot, but dive into it and you'll find it's layered. The acting was brilliant, they did a good job choosing the cast. I was really affected by the show, the music is really great. Strange Game by Mike Jagger is turned out to be my favorite track these days. Just give it a shot, believe me, it is worth it.",IMDB,Fascinating...,9.0
Wow what a second season we've had. It was astounding from start to finish.The pace was fast. Faster than season 1.The slow horses grew up in season 2.I didn't want the series to finish a sit held me thoroughly.The twists and turns never stopped but unlike season 1 they didn't get bogged down in soap opera style internal politics and needless subplots.I honesty thought that Gary Oldman would never make a good actor. I remember when he started on the BBC and he wasn't up to much. He played the same stereotype time after time.And then when he got the chance he took it.In this series he's outsatinding. Yes I was wrong about him but correct in my belief that most actors never get a chance. Gary finally got a chance after years of pulp.I can't wait for season 3. Season 4. Etc etc.,IMDB,The Fast horses in season 2. Slower in season 1.,10.0
"Harry Palmer lives and his name is Jackson Lamb, a must watch Moscow rules just watch out for the dogs. Gary Oldman is superb and the British intelligence slang is spot on.",IMDB,Brilliant did not annoy me at all,9.0
Started developing the characters well but put them in jeopardy before we actually cared about them. Very implausible tech guy. Plot just isn't holding together. Oldman is wasted amidst a mediocre cast and script.,IMDB,"Great start, then lost its plot and pace",7.0
"I was a bit dubious when I started to watch the first episode but I was hooked before the end of it. I manage to binge watch the complete series 1 and I thought it a very clever show, Gary Oldman is absolutely brilliant, I bet he loved playing the part. Everyone in the series is brilliant and now for series 2. Watch part 1 & 2 and cannot wait for the rest of the series. Brilliant writing, great acting. Well done to everyone connected with the show, you must know you have a winner there. What is so god about the show is it is all believable, the dingy office, the down trodden staff and the disgusting boss, Jackson Lamb, he makes me want to puke, dirty, filthy mouth but an incredible brain and he will protect his team to the death. I hope this series continues for a long time to come.",IMDB,Best Spy series in many years,10.0
"A new twist on the spook and the rabbit hole of the MI5 agency.great acting, satire anf action. Its bingible as each epi sode unfurls the drama and plot continues . Cant wait for season 2. Having watched season 2 i changed mybrating. The last episode was really confusing like just a mismash of characters i.e., british spies verses russian spies, alot of running around a false bomb scare. It seems like a bumble of slueths, murderers and masqueraders. The protagonist is just gross to look at.its seems to me that Apple just makes disappointing series . I watch and keep rating them 5 and 6's. The best thing a bout season 2 is Mick Jagger singing this seies epithet.",IMDB,Brillant both seasons,7.0
"First off, the show is worth watching for Oldman's performance, rolling through muck like like a filthy diamond.But be prepared for annoyances. The plots are painfully predictable, as the writers can't concoct convincing agents. These agents constantly make wrong decisions and stupid mistakes, excused away by those agents being screw ups.Doesn't stop them from behaving like they were competent, entitled and arrogant however....and would MI5 really hire, as field agent, a woman with nubbins instead of fingers? Or is that a diversity hire requirement from the producer, the same way Amazon conduct their business?",IMDB,Slow writers for slow horses,4.0
"I've read all the books and the TV adaptations are spot on - of course, they can't follow the books exactly, but they are superbly excellent in their own right.Gary Oldman and the whole cast shine, each in their own special way. The underrated subtleness of the story lines displays so well just how good the Slough House book series is. There's none of the bang, crash, vroom of US TV and that's very, very good - enough of the mindless violence and senseless car chases. This has violence, but it is controlled and in the right measure. It has ironic humour in spades, and that's good too.Altogether the most watchable TV at the moment and thankfully Mick Herron has written more in the book series - and more TV adaptions to come, I hope.",IMDB,And series 3 doesn't disappoint either.,10.0
"As numerous others have said this is a great series which should win Gary Oldman plenty of awards.However, what really makes this stand out are the supporting cast and in particular the excellent performances of four female actors who steel every scene they are in:
Sophie Okonedo
Kristen Scott-Thomas
Saskia Reeves
Aimee-Ffion Edward
Okonedo and Scott-Thomas play the role of jaded department heads/operatives, that would normally be played by male actors, brilliantly.Reeves is a real surprise playing the dowdy down trodden 'mouse' whilst Fion-Edwards plays the edgy 'rebel' with her usual aplomb.",IMDB,Great female cast,10.0
"This is a series not to be missed. A group of disgraced MI5 agents are banished to Slough House - a crumbling backwater left to slowly rot both literally and metaphorically. MI5 hopes the humiliated agents will resign from the service after enduring endless days of made-up paper work. However, led by a disheveled and foul mouthed Jackson Lamb (a role inhabited to perfection by Gary Oldman) , the Slough House irregulars end up involved in dangerous but exciting situations brought about primarily by the greed and ambition of both politicians and MI5 high ranking officers (not to mention incompetence). The plots are compelling - often funny - and reveal the dark side of spy craft in contrast to the James Bond type of portrayal. The characters are memorable with their own weaknesses and limits on display but come together when one of their lot is endangered. This series is among the best ever.",IMDB,An outstanding adaptation of Mick Herrons books with a stellar cast,10.0
"Ive read all the books in the series and always felt it was going to be difficult to transfer to TV. The books have so much content. But the series has been faithful to the books and the casting has been brilliant. Despite my doubts.I do, however, recommend reading the books first.",IMDB,Read the books first.,10.0
"Brilliant. Absolutely brilliant. Reminiscent in some ways of the Harry Palmer films of the 60s - Ipcress File, Funeral In Berlin and Billion Dollar Brain - but better. No spy glamour like Bond or Bourne but a much more real feel.Oldman is inspired casting and on fabulous form. Clearly having a ball with the role. Hits just the right tone with his relationships both with his Slow Horses characters from The Park.Kristen Scott-Thomas is a revelation as Taverner and Jack Lowden is great as the frustrated secret agent.The writing is superb, the storylines totally engaging and the pace overall is just perfect.I haven't enjoyed a how as much as this since for a very long time.",IMDB,So far so perfect,10.0
"Had no expectations as hadn't read or seen anything about Slow Horses, but it was a pleasant surprise and a real cracker of a show. The characters are all really well done with all the actors and actresses being spot on. A little slow in places but prefect to binge watch.I've been binging both seasons and hanging out for season 3, which comes out this year in 2023. I would highly recommend this to spy buffs who love a great winding story. I won't put in any spoilers as it's too good to not know what happens. The villains are clever characters who are compelling to watch.I say again it's a must see.",IMDB,"A cracker of a show, pleasantly surprised.",9.0
"Not a native speaker, so excuse me for my English. I enjoyed first two seasons. Especially the first one. It had a pretty good plot, a somewhat dark tone, it was serious when it had to be, and sometimes - silly but likable. Season two was alright even though the last couple episodes were too campy and unbelievable even by the standards of the series.But then we've got season three... Well, the series became a parody of itself. Silly but likable it was no more. Just annoyingly stupid. All the characters from the first two seasons (Lamb, Standish, Cartright, etc.) looked like caricatures of themselves. And the new ones... Oh, boy. Especially that ""Rambo"" girl... Irritating.It's a shame that the series which started so good went downhill so fast.1st season - 7/10
2nd season - 6/10
3rd season - 3/10.",IMDB,It was really good... until it became a total crap,6.0
"I just watched all 3 seasons of Slow Horses this past weekend because everyone has been talking about it. There's only 6 episodes per season so it's easy to binge in a day or two. I have always loved Gary Oldman since the first time I saw him in The Firm. I haven't read any of the books in the Slow Horses series by Mick Herron so I don't know how the show compares.I really enjoyed all three seasons equally which is surprising because usually the quality starts to drop after the first one. I guess that's a testament to the books because I believe each season is based off of the first three books in the series. My only complaint is the character Roddy, I love sarcasm and arrogance but it has to be justified. He just comes off as a creepy incel who calls women degrading names because they refuse to date him. He has absolutely no redeeming qualities and he's shown no growth as a character whatsoever.I get what they're going for with Jackson Lamb but his whole gross shtick is beginning to be a bit over the top. We get it. He doesn't bathe regularly and he likes to fart in front of everyone and anyone. By the end of season three it's like beating a dead horse (see what I did there) and it's become overkill.",IMDB,Really Good !,9.0
"Will persevere with the 2nd series but the first was largely daft: a fancifully contrived main plot completely devoid of any credibility - its unbelievability just made it ridiculous rather than shocking; needless vulgarity in Gary Oldman's character that adds neither humour nor value; unbelievable sexual attraction between Guy and Harper - just no chemistry exists between them and she just randomly accuses him of thinking about sex with no credible reason; some really pedestrian ""action"" scenes that are laughable rather than exciting, etc. Great potential but so far undelivered due to superficial characters and plot. Classified as a thriller, but few thrills so far.",IMDB,Daft 1st series,6.0
"It's a completely ridiculous concept: MI5, the top British spy agency, has a group of misfit agents who work in a decrepit office above a store. One of the misfits is there for making a mistake on a training exercise which occurred in a real airport where he knocked over about 25 civilians to catch a make believe terrorist. I lasted one episode.",IMDB,Yet another overrated show,3.0
"The best series for many a year. Just brilliant acting and script that is just like watching the books. I am so envious of the people who haven't read Mick Heron's books and are seeing the stories for the first time. I also love Mick Jagger's theme music and cannot wait for the next series' (please Tim Cook) let alone next week's episode even though I know what will happen.It is so refreshing to watch shows where there are no green screens, action shootouts and car chases and that many minorities and ethnicities are included non-gratuitously and realistically, for the U. K. that is if not elsewhere.",IMDB,It is liking watching the books in every detail.,10.0
"I've read all the books and watched both tv series. The books are very good and the series...even better.The books are beautifully written and the series is perfectly cast, especially Gary Oldman as Jackson Lamb and Jack Lowden as River Cartwright. Also, Kirsten Scott Thomas, Saskia Reeves and Freddie Fox.I loved the first series and the second one is even better. The strengths and weaknesses of the flawed characters are revealed gradually. The knots and twists of the plot uncover Cold War rivalries, unfinished business, surprising twists, and relevance to current political corruption, although the books were written over ten years ago.It's gritty, bleak and often seems to smell bad but there's dark comedy weaving through it too.",IMDB,Excellent!,10.0
Definitely worth watching. I've never read the books so I don't know if the adaptation is great but regardless this is well acted and interesting enough to watch. Gary Oldmans performance is as usual excellent.,IMDB,Worth watching,8.0
I think every GO movie I have watched over the years I have hated. I hated his acting and never understood why they keep casting him in anything but a beer commercial. Well in this movie I stand corrected.Gary Oldman is stellar in this and the character suits him 100% While the series itself is not earth shattering I enjoyed every second G. O. was on screen. I look forward to more of this from him!,IMDB,Watch it if only to see Gary Oldman,8.0
Loved this series ... stays true to the book and Gary Oldman in all his disgusting glory is definitely the one who makes the show. The characters really come into their own throughout the series and I can't wait for another season of this. Well done Will Smith for the amazing writing too. Just see it and ignore the naysayers.,IMDB,A really nice Brit spy series after a long time,8.0
"Despite some hilarious misunderstandings by quite a number of reviewers, this is set in England and any apparently obvious tropes should be treated with caution. Anything less 'woke' than Gary Oldman's Jackson Lamb is hard to imagine.Fantastic casting and the best thing I've seen in a very long time.",IMDB,Brilliant,10.0
"Season 1 was amazing. It had these very small plot twists thrown in at just the right times which would change the whole perspective and angle through which you were looking at the story. Very john-le-carré-esque, I was hooked by the end of the intro in episode 1 (season 1). Season 2 on the other hand loses all the freshness and originality, settling down for something entirely linear, straightforward, not a single twist, quite boring, all leading to a rather dismal conclusion and a joke of a 'final confrontation'. Standish's check game was by far the most exciting thing that happened. A Shame. I don't have very high expectations for the following season, not sure it'll be worth watching.",IMDB,"Amazing start, then, engine dies quickly",6.0
"I liked season one quite a bit, it was impressive. But I must admit, I simply cannot remember it was THIS good.The first two episodes already suggest an intricate plot; an interesting blend of British back-stabbing office politics and fair dose of Cold War nostalgia. The onset promises to have us clinging to the edge of our seats for the remaining season. The witty dialogue is perfectly paced, and Gary Oldman's performance is out of this world. This is right up there, in the Breaking Bad-osphere.I sometimes forget, but Slow Horses - season 2 reminds me, that really strong TV screenwriting, is an art-form in its own right.",IMDB,Season two - off to a flying start,9.0
"""Slow Horses"" (S01, 6-eps, 40-50+ mins, Apple) is a British counter-terrorism drama with a tinge of comedic elements that derive from MI-5's Slough House, a dumping ground for washed out counter-spies affectionately, er derisively, referred to as slow horses. The nut of the plot is an Indian student in London needs to be rescued from domestic terrorists before he's beheaded, and the ""slow horses"" that should be sidelined with time-wasting paperwork endeavor to contribute to the rescue. The pacing is slow, production values are low budget, and you have to be inside British culture to get alot of the references. Gary Oldman stars as Jackson Lamb, a horrible burned out curmudgeon who insults and denigrates almost anyone in his orbit. He's like ""Dr House"" without a filter. This turned me off initially but I grew numb to it later. It's a decent watch, and the case is resolved, so if there's a sophomore season, it'd feature a different storyline. I would be more enthusiastic if it had a more attractive cast and tripled its budget.",IMDB,Slow Horses are MI-5 washouts and this series might join 'em,6.0
"I have enjoyed many great Apple TV offerings. This is not one of them. The story is bland, the characters aren't the least bit interesting, and it couldn't be more derivative and cliche if it tried.But the worst part of it is the constant threats between Oldman and Thomas of destroying the other's career. All the clandestine operations seem to be one branch of MI5 trying to destroy another branch of MI5.This is a very negative, pessimistic show with no redeeming qualities and no one to cheer for except the false flag kidnapping victim.",IMDB,Bridge to Nowhere,3.0
"Gosh, Jack Lowden is so adorable in this show ! It's a great dark comedy espionage series ! I want more and more seasons please ! I wanna see River Cartwright in more trouble/actions !",IMDB,I love you River Cartwright !,10.0
"Fantastic spy series, gritty, real. First two episodes might be a bit slow for some, and Gary Oldman's character is unlikable (endearingly so at the end) but it's a fantastic yarn, gripping drama and thoroughly enjoyable tv - easily the best thing we've seen on appleTV.While there is a little gore, it always felt necessary for the story, and certainly never felt gratuitous. One of the aspects I enjoyed the most was its unpredictability - I can guess the outcome and secrets of almost every show I watch these days, but there were some genuinely unpredictable turns throughout the series.Can't wait for S2 !",IMDB,Slow start but absolutely worth it,10.0
"Gary Oldman in a spy thriller. Brilliant! I loved this. Didn't watch it when it was released. I always wait until I can binge watch. Finally got round to watching it and did so in 1 evening. 6 episodes perfect. Acting, suspense, tension all in abundance. Can't praise it enough. After watching final episode, got a teaser for season two. I don't think I can let all episodes build up before binge watching again. I'd have to watch an episode a week...maybe. Seeing as though this programme is underrated (judging by some reviews), I might be able to binge watch again without spoilers. Acting top notch.",IMDB,Smileys people (updated),10.0
"I absolutely loved this, Oldman steals the show, but that takes nothing away from the rest of the cast who put in great performances in a riveting show.I do hope each season is based on each bookIf this show was twice as long it would have been still compelling.After watching the first episode I was hooked and binge watched all six and the trailer for season 2 now has me already anticipating its return.",IMDB,The wait for season 2 is too long,10.0
"Really enjoy all the angles on this show. The coverage of Lamb and Tavener on the park bench was just really fun to watch. Breaks all kinds of ""rules"" and yet it all cuts together so well. Becoming a big fan of James Hawes work. This show is the best I've seen in a long time. Highly recommend it.",IMDB,Great Directing!,9.0
"Gary Oldman is absolutely fantastic.The story really is irrelevant - just watching the characters unfold is worth every second.Having said that - the plot is full of sarcasm and irony. British humor at its best.And, in a funny/interesting way - you really get the loss of will to live in Lamb/Oldmans character.Season 2 - please.",IMDB,Best spy show in years,9.0
"The premise is interesting , the storyline is interesting, the characters and technicalities less so. Oldman plays this unlikely dirty looking unkempt character whose department does , I am not sure what apart from he shouts and throws files in the bin. He is a cross between Jack Regan and the leader of the dirty dozen. His offices despite being part of MI5 seem to have no security or cameras or surveillance, just a key. Seen better security at a petrol station. The head of the MI5 section is of course some stony faced woman, yawn what a surprise. She seems incompetent, but it's hard to tell as she just looks miserable and pretends to be important by answering a phone and rushing out of meetings. Her complete disaster of the operation in series one would have her in slow horses faster than anyone. The main character is the most able and likeable how he puts up with the others around him is a mystery.Anyhow I have invested enough time in it to keep watching.",IMDB,Good enough to keep me watching,7.0
"Well, apart from very strange so called 'Russian' surnames Season 2 is worth a shot. Pardon the pun.Pity Russians are too those Russians-like gangsters Hollywood has in mind when it comes to ex-Soviet era spies and such. Nevertheless it was fun to watch. Oldman is a cornerstone of the season, although some of the others are not bad, as well.And yeah, I'm Russian, so forgive me for not so perfect English.I've been wondering, by the way, why on Earth did producers not use the consultants on Russian names? I'm aware that most of the viewers are not giving a flying f.ck, but hey, it's a global world and just imagine how next to nothing it would be to check.",IMDB,Season 2 is better,8.0
"Take one high school age, politically correct, no experience of the world writer who reads very narrowly, let them write an MI5 script and this is the sort of formulaic, flat, rip off, predictable, unashamedly political yawner you'd end up with. Not to say the writer actually is at high school, but it feels like it.Really, why does the world need yet another show that puts so much effort into trying to force a tired, narrow, self serving agenda on viewers that there is no effort left to be any good at all, when an MI5 show could be written to explore real nuances, conflicting views, get into what is driving society as it is today and simply being honest? It can be done. It has been done before. Just not here. Not even remotely.As for the directing, production, performances, Oldman has a little depth yet is 100% formulaic. The rest are forgetablly poor but Jack. Lowden deserves special mention for impersonating Simon Pegg much of the time. Why? For what reason? Maybe he does this normally and it is simply news to me because I've not seen much of his work. But whatever the case, why? If you are going to impersonate an actor, why Pegg?I was going to give up part way through episode 1 but based on certain reviews here decided to stick with it to see for myself up to episode 3.",IMDB,"Formulaic, flat, rip off, predictable, unashamedly political yawner",7.0
"It's a nice to show watch, but writers need to stop the ""hacker cliche"". There's this one dude in film or shows who's always the anti-social weirdo that listens to loud music, has a narcissist complex and wants to be paid cash or in crypto. And yes. Here we have another one!It's even a dude that babbles about ""malware"" and ""SQL injection"" - loose terminology the writers must have heard of on TV, but not fully understanding what it means and in what context these things are actually relevant.Hacking here once again seems to be rely fully on the digital equivalent of ""plot armor"". The world freely morphs around these characters to further the writer's desired storyline, ignoring any form of realism.!!! Writers, when will you finally hire an actual computer expert to review your scripts? !!!",IMDB,"A good show, but...",3.0
"The first two episodes were engaging enough, although I could see woke politics was going to turn into the theme of this show instead of just entertaining the audience, which is a bore in and of itself. Nonetheless, I kept going with it but about half way through episode 3, the story line begins to fall apart. Slogged through the 4th episode but by the end of episode 5, I had had enough. The acting is excellent but the writing put those great actors into an impossible situation, that is, trying to turn a bad script into something worth saving. Predictable, stereotypical, uncreative, uninspiring. That is, a complete bore.I really wanted to like this show because not much worth watching is being produced these days that either isn't completely inane or making attempts to indoctrinate viewers. I suspect those who gave it anything above a 7 rating didn't watch enough of the show to give it a valid rating.",IMDB,From pretty good to really bad in short order.,8.0
"'Starts with a bit of raw athleticism a la young Tom Cruise, then runs bang into the wheezy, smelly-footed reality of Gary Oldman quite literally ""acting his socks off.! And it never flags from there on!Such wonderful actors and acting; an edgy theme tune by Sir Mick; the ubiquitous ""tech"" but controlled by a human-all-to-human actor ... And there's that word again :actor.I must put in a plug for Jonathan Pryce who almost steals the show in a few places and who seems to have ""grown into"" his face.Pah! Everybody in it is worthy of praise and the writing, especially the dialogue or the little - seemingly gnomic - pronouncements of Gary Oldman are funny both peculiar and ha ha.Watch the first season and see if you don't feel instantly hooked and dying for more.'Anything but slow!",IMDB,[Not-at-all} Slow Horses,8.0
"""Smiley was always coming back from redundancy"" - so says Gary Oldman, who played George Smiley in the excellent 2011 film adaptation of Tinker, Tailor, Soldier, Spy. But there are few redundant elements to be found in Slow Horses: the narrative and character development, based on Mick Herron's novels, are well-crafted and well-paced, action scenes are appropriately tense and not too flashy, and the acting is, for the most part (barring Christopher Chung), cracking. A good mix of comedy, drama, and tense capering makes for an enjoyable series - more please!The star of the show is Gary Oldman, making his tv series debut, as grizzled and flatulent Lamb. He's funny and troubled in equal measure, playing the anti-hero very well. Kristin Scott Thomas is perfectly cast as the cold and calculated as leader of MI5's Regent's Park headquarters--her scenes with Lamb are electric.Special mention to the amusing musical moments here and there, which add some necessary light to the dark and dingy machinations of the secret service operatives.Brian Vernel is absolutely terrifying as one of the villains, embodying an angry young man with nothing to lose whose mind has been melted by anti-immigrant and anti-Muslim rhetoric. His eyes!Here's to an equally well-delivered season 2.",IMDB,A good spy thriller with solid acting,9.0
"... but they really delivered. Of course they have had to tone down some of Lamb's offensiveness but on the whole they have really captured the tone of the books.Interesting that most of the one star reviews are calling it ""woke"" and ""leftist"", presumably because the bad guys are right wing nationalists. This says more about them than the show.",IMDB,Loved the books so was nervous...,10.0
"Distictly British, you could recognise any building or scene there and knew it was in UK which was brilliant we need more of it. We see a lot of the American equivalent and we know their format but we understand little of our own secret service and security services.One criticism some of the diaglogue of the characters were a little too daft and you wouldn't actually beleive they would go round using guns, they need to improve this and make it a bit more realistic.Oldman made it what it is, I look forward to them making more of these series.We need more authentic British spy series and movies.",IMDB,Love this series,9.0
Enjoyed this series a lot. Great plot line with some interesting characters and twists. Superb acting from the whole cast. I've just finished the first season & look forward to the rest. Another excellent Apple TV drama.,IMDB,Good plot line & excellent acting,10.0
"This is a well written show. It's fast paced and very engaging. The characters are well developed. Although All actors have done a great job, Gary Oldman is just exquisite. I haven't seen such a good spy thriller since Tinker Tailor Solider. 10/10!Edit after Season 2 : Wow! Season 2 is even better the first one! Such an intricate plot. Solid acting by all the cast members, led by Oldman! I wish the seasons were a bit longer!",IMDB,Gary Oldman is just exquisite!,6.0
"Episode 1 was an unintelligible garble. I totally lost track of what was going on. Because if the accents I needed subtitles and these were often totally out of synch with the dialogue. Sometimes a phase would appear for only a split second, making it impossible to read.",IMDB,What a mishmash,10.0
So far I have watched 3 episodes and the acting has been top notch from all the cast plus the story telling is engaging and makes you want to come back for more.I'm sure this will go down as one of the classics.,IMDB,One of the best TV Spy Series,7.0
"From a fast-paced opening, with our apparent young hero racing to stop a bombing, we drop to an absolutely torpid pace after he fails fairly messily. It fits because he's been sent off to gather moss with other service failures, burnouts, and misfits. These are not the competent men and women saving Britain, make no mistake. The Slow Horses are Losers. Slough House is the warehouse where they perform drudgework designed to encourage them to quit, and keep them out of trouble until then. Their minder is a grotesque: bloated, flatulent, smoking, drinking, holey-socked, abusive, offensive.We will not see any wins from this team that are not Pyrrhic, not despite themselves. They won't be quick-witted, but there is humor.The ostensible baddies are nationalists, but pay attention: they're being manipulated by other forces. Honestly this first series, based on the first novel, may have too many threads In the books (8th novel coming soon) almost everything pays off. Will the TV series last long enough to fulfill that promise?",IMDB,"Slow, but that's kind of the point",9.0
"So good. I've watched the whole of the first series now and it's the only thing in months that's made me excited to see the next episode. Whilst it differs slightly here and there from the book, it actually makes for better tv (more visually dramatic). I hope the second series, which has already been filmed, is released this year. I'm a big fan and have read all the books - I can see this going on for a few more series. Can't recommend enough.",IMDB,Nothing slow about this.,10.0
